# msg_type: STATUS
9508.106607 2
9508.106607 2
9508.106607 2
9508.146607 2
9508.697607 4
9508.927607 5
9508.927607 7
9509.088607 2
9509.088607 2
9509.268607 2
9509.278607 2
9509.514728 6
9509.668607 4
9509.879607 7
9509.929607 5
9510.099607 2
9510.119607 2
9510.557816 6
9510.660607 4
9510.660607 4
9510.880607 7
9510.900607 7
9510.910607 5
9511.061607 2
9511.171607 2
9511.181607 2
9511.191607 2
9511.543289 6
9511.621607 4
9511.631607 4
9511.872607 7
9511.872607 7
9512.042607 2
9512.042607 2
9512.042607 2
9512.082607 2
9512.509 6
9512.583607 4
9512.593607 4
9512.813607 7
9512.843607 7
9513.013607 2
9513.013607 2
9513.073607 2
9513.411222 6
9513.804607 7
9513.814607 7
9514.015607 2
9514.015607 2
9514.015607 2
9514.402 6
9514.546607 4
9514.756607 7
9514.756607 7
9515.747607 7
9515.777607 7
9515.978607 2
9516.008607 11
9516.008607 2
9516.008607 2
9516.33618 6
9516.729607 7
9516.779607 7
9516.929607 2
9516.929607 2
9516.929607 2
9516.949607 11
9517.710607 7
9517.720607 7
9517.900607 11
9518.892607 2
9518.892607 11
9518.912607 2
9518.942607 2
9518.942607 2
9519.843607 2
9519.873607 2
9519.903607 2
9520.318782 6
9520.885607 2
9520.885607 2
9520.885607 2
9521.796607 2
9521.796607 2
9521.846607 2
9521.856607 2
9522.777607 2
9522.777607 2
9522.827607 2
9522.837607 2
9524.213622 6
9525.350011 6
9526.189517 6
9527.098284 6
9532.158 6
9533.967011 6
9533.99 6
9535.905412 6
9536.877111 6
9536.885 6
9537.896 6
9537.900151 6
9539.491607 2
9539.491607 2
9539.491607 2
9539.531607 2
9539.531607 2
9539.622607 2
9540.433607 2
9540.463607 2
9540.463607 2
9540.463607 2
9540.523607 2
9540.593607 2
9541.474607 2
9541.474607 2
9541.474607 2
9541.494607 2
9541.614607 2
9541.614607 2
9542.426607 2
9542.426607 2
9542.456607 2
9542.466607 2
9542.493 2
9543.437607 2
9543.447607 2
9544.398607 2
9544.398607 2
9545.340607 2
9545.470607 2
9545.550607 2
9546.361607 2
9546.361607 2
9547.333607 2
9547.333607 2
9547.343607 2
9547.393607 2
9547.436205 2
9547.493607 2
9547.533607 2
9548.284607 2
9548.344607 2
9548.384607 2
9548.424607 2
9549.285607 2
9549.285607 2
9549.285607 2
9549.326607 2
9549.336607 2
9549.373509 2
9549.446607 2
9550.257607 2
9550.267607 2
9550.327607 2
9550.365371 2
9550.407607 2
9550.417607 2
9550.467607 2
9551.308607 2
9551.308607 2
9551.368607 2
9551.368607 2
9551.479607 2
9552.270607 2
9552.270607 2
9553.201607 2
9553.231607 2
9554.173607 2
9554.173607 2
9555.134607 2
9555.204607 2
9555.204607 2
9555.234607 2
9555.234607 2
9555.304607 2
9556.155607 2
9556.155607 2
9556.225607 2
9556.225607 2
9556.255607 2
9556.326607 2
9557.107607 2
9557.177607 2
9557.177607 2
9557.287607 2
9557.297607 2
9557.297607 2
9559.080607 2
9559.090607 2
9559.771607 8
9559.771607 8
9559.771607 8
9559.861607 4
9559.861607 4
9559.951607 7
9560.011607 11
9560.051607 7
9560.061607 10
9560.141607 11
9560.171607 9
9560.250064 10
9560.252933 10
9560.261607 2
9560.321607 2
9560.341607 10
9560.421607 5
9560.442607 5
9560.453377 5
9560.456202 5
9560.458 6
9560.522607 5
9560.532607 5
9560.816516 8
9560.839 8
9560.952607 8
9561.012607 8
9561.082607 8
9561.143607 4
9561.213607 7
9561.213607 7
9561.253607 4
9561.253607 8
9561.313607 7
9561.383607 11
9561.383607 11
9561.39 6
9561.393607 10
9561.403607 2
9561.423607 2
9561.433607 9
9561.433607 9
9561.463607 2
9561.48 6
9561.513607 5
9561.513607 5
9561.523607 5
9561.543607 5
9561.944607 8
9561.944607 8
9561.974607 4
9561.984607 4
9561.984607 7
9562.014607 7
9562.124607 8
9562.314607 11
9562.314607 11
9562.344607 2
9562.344607 2
9562.354607 7
9562.354607 2
9562.364607 2
9562.388849 5
9562.391676 5
9562.394607 2
9562.424607 9
9562.431 6
9562.454607 5
9562.454607 5
9562.665607 10
9562.715607 8
9562.725607 8
9562.750641 8
9562.756273 8
9562.765607 2
9562.775607 4
9562.794751 4
9562.815607 2
9562.822 4
9562.824495 7
9562.827336 7
9562.835607 7
9563.158676 2
9563.206607 5
9563.23609 10
9563.238934 10
9563.315017 6
9563.496607 11
9563.506607 11
9563.516607 2
9563.526607 2
9563.526607 2
9563.536607 2
9563.546607 2
9563.556607 8
9563.566607 2
9563.576607 4
9563.586607 10
9563.586607 9
9563.596607 7
9563.606607 5
9563.606607 5
9563.616607 7
9563.706607 11
9563.716607 8
9563.716607 8
9563.796607 4
9564.217607 7
9564.237607 11
9564.237607 11
9564.247607 11
9564.247607 10
9564.257607 11
9564.277607 10
9564.297607 9
9564.317202 6
9564.337607 5
9564.347607 5
9564.397607 5
9564.404 5
9564.443146 5
9564.447607 5
9564.608607 8
9564.668607 8
9564.718607 8
9564.758607 4
9564.778607 8
9564.788607 4
9564.788607 7
9564.808607 4
9564.808607 7
9565.188768 10
9565.205 10
9565.268607 11
9565.288607 8
9565.298607 4
9565.306634 6
9565.309607 7
9565.309607 11
9565.319607 10
9565.329607 2
9565.329607 11
9565.349607 2
9565.369607 9
9565.369607 9
9565.369607 2
9565.389607 5
9565.389607 5
9565.399607 10
9565.399607 9
9565.439607 5
9565.449607 5
9565.459607 5
9565.459607 5
9565.469607 5
9565.479607 5
9565.599607 8
9565.619607 8
9565.629607 8
9565.67028 8
9565.673109 8
9565.715685 8
9565.718519 8
9565.719607 8
9565.739607 7
9565.739607 8
9565.759607 7
9565.769607 7
9565.816 4
9565.826 7
9565.844307 7
9565.846 4
9565.896997 11
9565.899607 11
9565.899825 11
9565.949607 11
9566.010607 2
9566.240607 2
9566.260607 10
9566.287226 6
9566.290607 9
9566.300607 9
9566.394052 5
9566.396871 5
9566.410607 5
9566.410607 5
9566.410607 5
9566.420607 5
9566.434407 5
9566.43726 5
9566.690607 8
9566.690607 8
9566.711607 4
9566.711607 7
9566.721607 4
9566.781607 7
9566.781607 11
9566.781607 11
9566.801607 4
9566.822815 7
9566.825658 7
9566.851607 10
9566.864565 11
9566.867411 11
9566.971607 7
9566.981607 11
9566.981607 11
9566.991607 2
9566.991607 2
9567.004382 2
9567.007218 2
9567.061473 9
9567.071607 2
9567.078 9
9567.091607 9
9567.091607 9
9567.336242 5
9567.348 5
9567.402607 5
9567.412607 5
9567.412607 5
9567.432607 5
9567.502607 8
9567.662607 7
9567.708261 4
9567.722607 8
9567.732607 4
9567.742607 7
9567.742607 4
9567.742607 7
9567.749 4
9567.789 7
9567.789058 7
9567.794791 7
9567.809 7
9567.862918 11
9567.865785 11
9567.892607 2
9567.995279 2
9567.999 2
9568.012607 2
9568.069837 9
9568.072665 9
9568.073607 2
9568.093607 9
9568.103607 11
9568.103607 11
9568.103607 11
9568.113607 2
9568.123607 2
9568.123607 10
9568.123607 11
9568.143607 2
9568.143607 10
9568.163607 9
9568.263607 5
9568.273607 5
9568.293607 8
9568.353607 8
9568.368869 5
9568.371707 5
9568.483607 5
9568.483607 7
9568.513607 5
9568.553607 8
9568.553607 8
9568.603607 8
9568.653607 7
9568.713607 2
9568.713607 2
9569.074607 9
9569.104607 7
9569.104607 8
9569.124607 4
9569.154607 11
9569.154607 2
9569.164607 2
9569.184607 11
9569.204607 9
9569.204607 2
9569.224607 2
9569.234607 9
9569.304607 5
9569.615607 4
9569.675607 8
9569.675607 8
9569.685607 5
9569.710857 6
9569.765607 11
9569.885607 10
9569.954356 6
9570.075607 5
9570.115607 4
9570.286607 11
9570.516607 7
9570.516607 7
9570.696607 10
9570.826607 2
9570.836607 7
9571.147607 4
9571.247607 9
9571.497607 11
9571.598607 8
9571.598607 11
9571.718607 9
9571.748607 5
9571.898607 8
9571.945 9
9572.005 5
9572.028607 10
9572.188607 7
9572.238607 11
9572.346 9
9572.349607 7
9572.41546 5
9572.489607 8
9572.689607 5
9572.849607 11
9573.100607 11
9573.110607 9
9573.150607 8
9573.270607 7
9573.320607 7
9573.320607 9
9573.360607 5
9573.560607 9
9573.560607 2
9573.711607 7
9573.831607 9
9573.981607 5
9574.071607 8
9574.352607 10
9574.682607 2
9574.842607 4
9574.962607 9
9574.992607 7
9574.992607 9
9575.193607 2
9575.244674 6
9575.323607 8
9575.553607 10
9575.633607 8
9575.713607 9
9575.804607 7
9576.324607 5
9576.414607 7
9576.424607 8
9576.575607 2
9576.765607 7
9576.855607 11
9577.075607 5
9577.095607 4
9577.126607 8
9577.166607 8
9577.226607 9
9577.356607 2
9577.376607 7
9577.483 5
9577.507578 5
9577.566607 2
9577.716607 8
9577.736607 10
9578.077607 7
9578.147607 11
9578.207607 2
9578.287607 5
9578.387607 5
9578.658607 8
9578.778607 7
9578.828607 2
9579.018607 11
9579.108607 9
9579.148607 10
9579.158607 8
9579.319607 10
9579.429607 7
9579.499607 8
9579.719607 5
9579.769607 10
9579.789607 2
9579.809607 7
9579.839607 11
9580.310607 11
9580.350607 5
9580.490607 8
9580.681607 8
9580.691607 11
9580.711607 7
9580.771607 7
9580.781607 10
9580.791607 8
9580.801607 8
9580.911607 10
9581.171607 2
9581.211607 5
9581.322607 11
9581.532607 5
9581.782607 7
9581.802607 7
9581.822607 5
9582.103607 8
9582.283607 5
9582.293607 7
9582.633607 4
9582.694607 2
9582.714607 7
9582.744607 5
9582.774607 5
9582.794607 11
9583.014607 9
9583.214607 8
9583.234607 5
9583.334607 7
9583.385607 5
9583.385607 11
9583.735607 8
9583.755607 8
9583.795607 2
9583.805607 7
9583.805607 7
9583.805607 7
9583.845607 7
9583.965607 5
9584.186607 9
9584.246607 5
9584.376607 8
9584.416607 5
9584.716607 11
9584.746607 11
9584.756607 7
9584.867607 11
9584.957607 7
9585.017607 10
9585.047607 11
9585.407607 5
9585.588607 7
9585.628607 5
9585.848607 8
9585.868607 5
9585.998607 11
9586.028607 9
9586.148607 11
9586.219607 5
9586.269607 2
9586.299607 8
9586.419607 11
9586.699607 5
9586.880607 10
9586.900607 5
9587.030607 11
9587.050607 5
9587.330607 8
9587.340607 8
9587.450607 2
9587.530607 8
9587.621607 4
9587.631607 10
9587.771607 11
9587.771607 11
9587.801607 7
9587.911607 8
9588.302607 8
9588.342607 5
9588.392607 11
9588.582607 11
9588.662607 2
9588.892607 8
9589.033607 5
9589.253607 8
9589.303607 8
9589.443607 11
9589.443607 11
9589.553607 9
9589.573607 2
9589.644607 8
9589.874607 11
9589.904607 7
9589.914607 8
9589.944607 11
9589.944607 5
9590.134607 8
9590.385607 8
9590.505607 7
9590.615607 8
9590.615607 11
9590.785607 8
9590.875607 9
9590.935607 2
9591.126607 8
9591.196607 5
9591.306607 9
9591.386607 7
9591.436607 4
9591.636607 8
9591.686607 11
9591.696607 11
9592.017607 5
9592.047607 9
9592.047607 11
9592.387607 8
9592.407607 7
9592.668607 10
9592.748607 5
9592.828607 7
9593.048607 5
9593.078607 11
9593.078607 11
9593.396 2
9593.459607 9
9593.669607 11
9593.779607 11
9593.920607 10
9593.920607 7
9594.160607 5
9594.190607 5
9594.367 9
9594.490607 4
9594.510607 4
9594.611607 7
9594.671607 2
9594.701607 11
9594.701607 11
9594.821607 11
9594.881607 9
9595.131607 2
9595.181607 9
9595.602607 2
9595.622607 10
9595.622607 4
9595.632607 11
9595.722607 9
9595.782607 2
9595.842607 9
9595.852607 5
9595.893607 7
9596.273607 9
9596.453607 7
9596.543607 2
9596.61 5
9596.724607 9
9596.814607 4
9596.914607 7
9596.924607 5
9597.164607 9
9597.194607 5
9597.305607 4
9597.385607 9
9597.395607 2
9597.395607 2
9597.485607 5
9597.545607 11
9597.745607 9
9597.855607 5
9597.925607 4
9597.935607 5
9598.176607 7
9598.196607 11
9598.196607 5
9598.386607 9
9598.576607 9
9598.586607 11
9598.767607 5
9598.797607 5
9598.927607 5
9598.967607 9
9599.127607 4
9599.127607 5
9599.327607 2
9599.327607 2
9599.388607 11
9599.538607 2
9599.718607 9


# msg_type: LCDREPLY
9501.076607 10
9501.076607 10
9501.086607 10
9501.086607 10
9501.096607 10
9501.136607 10
9501.136607 10
9502.927135 6
9502.932886 6
9502.936 6
9502.938555 6
9502.966 6
9502.969607 6
9503.580607 7
9503.580607 7
9503.630607 7
9503.630607 7
9503.650607 7
9503.940607 9
9503.970607 9
9503.970607 9
9503.970607 9
9505.603607 3
9505.609138 3
9505.61 3
9505.614825 3
9505.63 3
9505.633607 5
9505.643607 5
9505.683607 5
9505.693607 5
9506.153607 11
9506.153607 11
9506.153607 11
9506.163607 11
9506.194607 11
9506.544607 2
9506.544607 2
9506.544607 2
9506.584607 2
9506.604607 2
9507.255607 8
9507.255607 8
9507.255607 8
9507.295607 8
9507.295607 8
9507.295607 8
9507.305607 8
9507.345607 8
9509.208607 4
9509.208607 4
9509.248607 4
9509.258607 4
9509.378607 4
9510.810607 10
9510.870607 10
9510.890607 10
9510.890607 10
9512.763607 6
9512.77 6
9512.782175 6
9512.787817 6
9512.796994 6
9512.8 6
9512.813607 6
9512.823607 6
9513.394607 7
9513.394607 7
9513.424607 7
9513.444607 7
9513.454607 7
9513.764607 9
9513.774607 9
9513.804607 9
9515.447607 3
9515.463312 3
9515.467607 5
9515.467607 5
9515.504 3
9515.504 3
9515.517607 5
9515.517607 5
9515.887607 11
9515.887607 11
9515.887607 11
9515.948607 11
9515.948607 11
9515.948607 11
9515.978607 11
9515.988607 11
9516.008607 11
9516.338607 2
9516.408607 2
9516.408607 2
9516.408607 2
9516.428607 2
9516.428607 2
9516.438607 2
9517.059607 8
9517.119607 8
9517.119607 8
9519.002607 4
9519.002607 4
9519.002607 4
9519.022607 4
9519.032607 4
9519.032607 4
9520.664607 10
9520.724607 10
9520.724607 10
9520.724607 10
9520.734607 10
9523.248607 7
9523.258607 7
9523.258607 7
9523.288607 7
9523.288607 7
9523.288607 7
9523.308607 7
9523.538607 9
9523.538607 9
9523.568607 9
9523.589607 9
9523.589607 9
9525.261662 3
9525.264506 3
9525.268 3
9525.311607 3
9525.318 3
9525.341607 5
9525.341607 5
9525.381607 5
9525.391607 5
9525.391607 5
9525.391607 5
9525.418 3
9525.762607 11
9525.762607 11
9525.762607 11
9525.792607 11
9525.802607 11
9525.802607 11
9525.862607 11
9526.172607 2
9526.172607 2
9526.222607 2
9526.222607 2
9526.903607 8
9526.923607 8
9526.933607 8
9526.963607 8
9528.806607 4
9528.806607 4
9528.806607 4
9528.806607 4
9528.846607 4
9528.866607 4
9530.478607 10
9530.539607 10
9530.539607 10
9530.559607 10
9530.599607 10
9532.418 6
9532.421607 6
9532.438 6
9532.441228 6
9532.44408 6
9533.092607 7
9533.142607 7
9533.152607 7
9533.182607 7
9533.363607 9
9533.363607 9
9533.383607 9
9535.069789 3
9535.085607 3
9535.128291 3
9535.145607 3
9535.162 3
9535.205607 5
9535.205607 5
9535.205607 5
9535.228662 3
