# msg_type: STATUS
9535.235607 5
9535.245607 5
9535.546607 11
9535.546607 11
9535.566607 11
9535.596607 11
9535.596607 11
9535.616607 11
9535.646607 11
9536.006607 2
9536.026607 2
9536.026607 2
9536.026607 2
9536.087607 2
9536.707607 8
9536.747607 8
9536.747607 8
9536.747607 8
9536.757607 8
9536.777607 8
9538.580607 4
9538.630607 4
9538.630607 4
9538.630607 4
9538.630607 4
9538.630607 4
9538.670607 4
9540.303607 10
9540.313607 10
9540.373607 10
9540.373607 10
9540.463607 10
9542.212 6
9542.215306 6
9542.222 6
9542.22381 6
9542.232 6
9542.252 6
9542.996607 7
9542.996607 7
9543.057607 7
9543.057607 7
9543.127607 7
9543.137607 7
9543.147607 7
9543.157607 7
9543.227607 9
9543.237607 9
9543.267607 9
9543.307607 9
9544.978191 3
9544.981013 3
9545.006 3
9545.029607 5
9545.029607 5
9545.031413 3
9545.034235 3
9545.03706 3
9545.039607 5
9545.056 3
9545.410607 11
9545.410607 11
9545.470607 11
9545.520607 11
9545.520607 11
9545.520607 11
9545.530607 11
9545.871607 2
9545.881607 2
9545.891607 2
9545.931607 2
9545.931607 2
9545.931607 2
9546.552607 8
9546.552607 8
9546.562607 8
9546.582607 8
9546.652607 8
9546.652607 8
9548.454607 4
9548.474607 4
9548.534607 4
9548.534607 4
9548.594607 4
9550.137607 10
9550.137607 10
9550.137607 10
9550.177607 10
9550.177607 10
9552.026 6
9552.031544 6
9552.034384 6
9552.066 6
9552.088954 6
9552.094659 6
9552.096 6
9552.116 6
9552.760607 7
9552.831607 7
9553.001607 9
9553.061607 9
9553.061607 9
9553.061607 9
9553.121607 9
9554.864607 5
9554.864607 5
9554.873607 5
9554.91 3
9554.910038 3
9554.912887 3
9554.918525 3
9554.934607 5
9554.934607 5
9554.961 3
9554.964607 3
9555.244607 11
9555.244607 11
9555.284607 11
9555.344607 11
9555.344607 11
9555.625607 11
9555.725607 2
9555.775607 2
9555.775607 2
9555.785607 2
9555.805607 2
9555.805607 2
9555.815607 2
9556.426607 8
9556.426607 8
9556.436607 8
9556.436607 8
9556.436607 8
9556.446607 8
9556.456607 8
9556.556607 8
9556.556607 8
9558.268607 4
9558.268607 4
9558.278607 4
9558.328607 4
9559.981607 10
9560.141607 10
9560.151607 10
9560.151607 10
9560.152857 10
9560.155677 10
9560.175865 10
9560.201607 10
9560.218 10
9560.218 10
9560.228 10
9561.84 6
9561.86 6
9561.869072 6
9561.871923 6
9561.883694 6
9561.89 6
9561.9 6
9561.915438 6
9562.655607 7
9562.673086 7
9562.678736 7
9562.692 7
9562.702 7
9562.715607 7
9562.732 7
9562.747809 7
9562.755607 7
9563.446607 7
9563.446607 7
9563.486607 7
9563.486607 7
9563.516607 7
9564.592587 3
9564.595421 3
9564.598254 3
9564.614 3
9564.618607 3
9564.634 3
9564.644428 3
9564.647272 3
9564.664 3
9564.668607 3
9564.668607 3
9565.539607 2
9565.549607 3
9565.555102 2
9565.556 2
9565.579607 2
9565.596 2
9565.59647 2
9565.599327 2
9565.606 2
9565.616 2
9565.659607 3
9566.310607 8
9566.310607 8
9566.470607 2
9566.470607 2
9567.221607 8
9568.173607 4
9569.114607 4
9569.134607 4
9569.134607 4
9569.134607 4
9572.474455 6
9572.676 6
9572.829607 7
9572.877968 6
9572.916 6
9572.919607 9
9572.956 6
9572.980607 9
9572.980607 9
9573.020607 7
9573.170607 7
9573.180607 9
9575.333607 11
9575.423607 11
9575.563607 11
9576.064607 8
9576.214607 11
9576.314607 8
9576.775607 11
9576.805607 11
9576.895607 11
9577.115607 8
9577.516607 8
9577.556607 11
9578.377607 8
9582.623607 7
9582.864607 7
9582.884607 9
9583.024607 9
9583.024607 9
9583.034607 7
9583.034607 7
9583.074607 9
9583.214607 9
9583.334607 9
9583.825607 7
9583.965607 7
9584.166607 9
9584.266607 7
9584.436607 9
9584.526607 7
9584.746607 5
9585.127607 5
9585.998607 7
9586.379607 5
9590.425607 10
9591.947607 10
9592.047607 10
9592.658607 9
9594.601607 5
9595.412607 9
9595.842607 5
9596.053607 5
9596.994607 5


# msg_type: FLOW_ACK
9569.101 22
9574.449 22
9576.151 22
9589.379162 22


# msg_type: FLOWBCNMSG
9500.978613 15
9501.106607 5
9501.345316 16
9501.727607 8
9502.859607 2
9504.391607 10
9505.112607 4
9505.2297 13
9507.9538 17
9508.226607 9
9508.287607 7
9508.387607 19
9508.604 12
9509.165077 14
9509.618607 11
9509.685 20
9511.007 15
9511.061607 5
9511.336558 16
9511.731607 8
9512.863607 2
9514.415607 10
9515.146607 4
9515.218705 13
9517.964543 17
9518.191607 9
9518.261607 7
9518.401607 19
9518.458 12
9519.189 14
9519.643607 11
9519.67 20
9520.971163 15
9521.065607 5
9521.372 16
9521.716607 8
9522.898607 2
9524.410607 10
9525.121607 4
9525.258 13
9527.957543 17
9528.225607 9
9528.325607 7
9528.466607 19
9528.472 12
9529.183 14
9529.644 20
9529.647607 11
9530.976517 15
9531.189607 5
9531.367 16
9531.750607 8
9532.912607 2
9534.474607 10
9535.252 13
9537.989607 17
9538.270607 9
9538.390607 7
9538.420607 19
9538.441787 12
9540.029 20
9540.997558 15
9541.124607 5
9541.335692 16
9541.725607 8
9542.916607 2
9544.449607 10
9545.109607 4
9545.240607 13
9547.966068 17
9548.284607 9
9548.434302 12
9548.474607 19
9549.155895 14
9549.623 20
9549.726607 11
9550.98693 15
9551.35504 16
9551.439607 5
9551.739607 8
9553.001607 2
9554.473607 10
9555.134607 4
9555.237087 13
9557.961129 17
9558.298607 9
9558.450854 12
9558.459607 7
9558.469607 19
9559.222539 14
9559.657 20
9559.690607 11
9561.099 15
9561.38 16
9562.244607 8
9563.516607 2
9564.477607 10
9565.255 13
9568.000706 17
9568.446379 12
9568.503607 9
9568.513607 19
9568.533607 7
9568.777524 18
9569.722 20
9570.586607 11
9571.046825 15
9571.564 16
9575.27 13
9578.004201 17
9578.59794 12
9578.778607 19
9579.225 14
9579.786 20
9581.041607 11
9581.589 16
9584.266607 2
9584.776607 10
9585.289054 13
9588.098 17
9588.489 12
9588.692607 7
9589.23 14
9590.114607 7
9591.209269 15
9591.425492 16
9595.244225 13
9595.622607 4
9597.968031 17
9598.447995 12
9598.576607 19
9599.17436 14
9599.625 20
9599.918607 19


# msg_type: QUERY
9500.011 20
9500.022 20
9500.076283 20
9500.082 20
9502.495 18
9502.505 18
9502.525 18
9502.548607 18
9502.553789 18
9502.555 18
9503.507 20
9503.525842 20
9503.531512 20
9503.550607 20
9503.560607 20
9503.566675 20
9503.57885 20
9503.607 20
9503.647 20
9503.654418 20
9503.657 20
9503.667 20
9503.687 20
9503.697 20
9503.707 20
9503.707 20
9503.737 20
9503.777 20
9503.777 20
9503.777 20
9503.777 20
9503.779174 20
9503.787655 20
9503.797276 20
9503.800094 20
9503.807 20
9503.807 20
9503.824245 20
9503.827 20
9503.837 20
9503.859245 20
9503.862074 20
9503.867 20
9503.877 20
9503.877 20
9503.89054 20
9503.907595 20
9503.917 20
9503.947 20
9503.950607 20
9503.980801 20
9503.983637 20
9504.007 20
9504.075732 20
9504.078565 20
9504.081388 20
9504.084196 20
9504.127 20
9507.452 18
9507.465607 18
9507.476305 18
9507.482 18
9507.495607 18
9507.502 18
9507.561269 18
9507.569768 18
9507.572569 18
9507.582 18
9507.585607 18
9507.592 18
9507.616607 18
9507.632 18
9507.646607 18
9507.652 18
9507.676607 18
9507.704036 18
9508.514 20
9508.544 20
9508.577607 20
9508.583999 20
9508.586823 20
9508.622988 20
9508.624 20
9508.654 20
9508.694 20
9508.694 20
9508.694 20
9508.694 20
9508.704 20
9508.724045 20
9508.727607 20
9508.734 20
9508.735348 20
9508.741064 20
9508.743951 20
9508.744 20
9509.595 20
9509.602608 20
9509.605442 20
9509.60826 20
9509.685 20
9509.685 20
9509.695 20
9509.71262 20
9509.721112 20
9509.723942 20
9509.725 20
9509.72677 20
9509.7296 20
9509.732422 20
9509.776 20
9509.780623 20
9509.783454 20
9509.786 20
9509.786282 20
9509.804941 20
9509.807768 20
9509.816 20
9509.843099 20
9509.866 20
9509.876 20
9509.889607 20
9509.896 20
9509.929607 20
9509.929607 20
9509.929607 20
9509.936 20
9509.939607 20
9509.946 20
9509.954527 20
9509.963094 20
9509.968747 20
9509.971595 20
9509.974425 20
9509.989607 20
9510.006 20
9510.006 20
9510.016 20
9510.016 20
9510.045579 20
9510.048401 20
9510.049607 20
9510.059744 20
9510.066 20
9510.082838 20
9510.086 20
9512.429324 18
9512.449 18
9512.473607 18
9512.483607 18
9512.498192 18
9512.499 18
9512.519 18
9513.521 20
9513.554607 20
9513.561 20
9513.571 20
9513.59098 20
9513.591 20
9513.596638 20
9513.605143 20
9513.607976 20
9513.611 20
9513.628143 20
9513.631 20
9513.64331 20
9513.644607 20
9513.651 20
9513.671 20
9513.684 20
9513.686845 20
9513.711 20
9513.752276 20
9513.755152 20
9513.758018 20
9513.767651 20
9513.781 20
9513.784607 20
9513.796256 20
9513.811 20
9514.612 20
9514.621113 20
9514.646607 20
9514.653 20
9514.656607 20
9514.671922 20
9514.673 20
9514.674746 20
9514.703 20
9514.733 20
9514.733 20
9514.764271 20
9514.772787 20
9514.796607 20
9514.843 20
9514.846607 20
9514.846607 20
9514.846607 20
9514.853 20
9514.854543 20
9514.856607 20
9514.863051 20
9514.876607 20
9514.903 20
9514.905683 20
9514.908525 20
9514.911348 20
9514.91417 20
9514.922438 20
9514.936607 20
9514.936607 20
9514.949219 20
9514.976607 20
9514.993 20
9514.996607 20
9515.026607 20
9517.457 18
9517.457 18
9517.474396 18
9517.480607 18
9517.489546 18
9517.497 18
9517.547 18
9517.547 18
9517.560607 18
9517.568382 18
9517.571244 18
9517.576896 18
9517.617 18
9518.529401 20
9518.532239 20
9518.544096 20
9518.578 20
9518.601607 20
9518.612416 20
9518.618 20
9518.618092 20
9518.62091 20
9518.641607 20
9518.658 20
9518.658 20
9518.681607 20
9518.688 20
9518.701227 20
9518.708 20
9518.711607 20
9518.712539 20
9518.758 20
9518.789 20
9518.792607 20
9519.61 20
9519.61 20
9519.613607 20
9519.63 20
9519.639466 20
9519.64 20
9519.642295 20
9519.65 20
9519.650783 20
9519.653604 20
9519.669843 20
9519.672669 20
9519.673607 20
9519.69 20
9519.7 20
9519.71 20
9519.713607 20
9519.723607 20
9519.73 20
9519.733607 20
9519.733607 20
9519.733607 20
9519.75 20
9519.76 20
9519.77 20
9519.773607 20
9519.773607 20
9519.78 20
9519.78181 20
9519.784635 20
9519.8 20
9519.813607 20
9519.823607 20
9519.843607 20
9519.85 20
9519.86955 20
9519.875215 20
9519.878059 20
9519.880875 20
9519.8866 20
9519.9 20
9519.923477 20
9519.95 20
9520.01 20
9520.01507 20
9520.04 20
9522.464 18
9522.487607 18
9522.501558 18
9522.507607 18
9522.514 18
9522.567096 18
9522.572756 18
9522.575648 18
9522.577607 18
9522.584012 18
9522.604 18
9523.530247 20
9523.533085 20
9523.535 20
9523.575 20
9523.582058 20
9523.587744 20
9523.625 20
9523.635 20
9523.645 20
9523.676 20
9523.68132 20
9523.684152 20
9523.686 20
9523.689607 20
9523.692629 20
9523.695458 20
9523.696 20
9523.709607 20
9523.720621 20
9523.723452 20
9523.746 20
9523.779607 20
9523.803559 20
9523.806411 20
9523.809238 20
9523.816 20
9523.846 20
9523.846 20
9523.846 20
9523.906 20
9523.926 20
9524.607 20
9524.637 20
9524.650607 20
9524.660487 20
9524.660607 20
9524.663308 20
9524.667 20
9524.668951 20
9524.690607 20
9524.697 20
9524.737 20
9524.757 20
9524.767 20
9524.787 20
9524.807 20
9524.817 20
9524.827 20
9524.840607 20
9524.847 20
9524.860938 20
9524.863798 20
9524.86665 20
9524.867 20
9524.869472 20
9524.875109 20
9524.877983 20
9524.880607 20
9524.883658 20
9524.917 20
9524.920607 20
9524.940607 20
9524.950607 20
9524.988033 20
9525.001607 20
9525.037 20
9525.037 20
9525.068 20
9527.440759 18
9527.444607 18
9527.454607 18
9527.461 18
9527.48461 18
9527.491 18
9527.491 18
9527.494607 18
9527.504607 18
9527.504607 18
9527.544607 18
9527.551 18
9527.554607 18
9527.561 18
9527.564607 18
9527.569746 18
9527.581 18
9527.581 18
9527.584196 18
9528.543 20
9528.573 20
9528.576607 20
9528.593 20
9528.616856 20
9528.619683 20
9528.626607 20
9528.633 20
9528.650958 20
9528.65378 20
9528.656611 20
9528.65944 20
9528.673 20
9528.723 20
9528.726761 20
9528.732409 20
9528.733 20
9528.738074 20
9529.594 20
9529.595831 20
9529.598663 20
9529.664 20
9529.664 20
9529.666394 20
9529.674894 20
9529.67772 20
9529.697607 20
9529.70637 20
9529.709204 20
9529.714 20
9529.734 20
9529.734 20
9529.759007 20
9529.761833 20
9529.764664 20
9529.767607 20
9529.767607 20
9529.774 20
9529.807607 20
9529.814 20
9529.832855 20
9529.835693 20
9529.838502 20
9529.848055 20
9529.854 20
9529.858607 20
9529.864 20
9529.904 20
9529.904806 20
9529.910461 20
9529.915 20
9529.915 20
9529.945 20
9529.945 20
9529.968607 20
9529.968607 20
9529.984884 20
9529.993369 20
9529.995 20
9530.015 20
9530.027891 20
9530.048607 20
9530.058607 20
9530.085 20
9530.085 20
9530.095 20
9530.106699 20
9530.108607 20
9530.108607 20
9530.109505 20
9530.115165 20
9530.125 20
9530.132908 20
9530.135 20
9530.145 20
9530.285 20
9532.452591 18
9532.458 18
9532.468 18
9532.501607 18
9532.508 18
9532.528 18
9532.538 18
9532.539696 18
9532.542507 18
9532.551607 18
9532.565934 18
9532.568 18
9532.578 18
9532.601607 18
9533.55 20
9533.56316 20
9533.566008 20
9533.57 20
9533.573607 20
9533.583607 20
9533.6 20
9533.623607 20
9533.626592 20
9533.629422 20
9533.63 20
9533.632261 20
9533.63514 20
9533.693607 20
9533.703607 20
9533.733607 20
9533.74 20
9533.74 20
9533.75 20
9533.75 20
9533.761418 20
9533.767076 20
9533.769895 20
9533.772724 20
9533.782906 20
9533.783607 20
9533.798318 20
9533.82 20
9533.833607 20
9533.856002 20
9533.858841 20
9533.861668 20
9533.88 20
9533.9 20
9534.681 20
9534.725583 20
9534.728423 20
9534.731 20
9534.734089 20
9534.741 20
9534.755607 20
9534.771 20
9534.781 20
9534.792 20
9534.832 20
9534.83696 20
9534.839803 20
9534.842 20
9534.852 20
9534.855607 20
9534.876031 20
9534.878856 20
9534.882 20
9534.892 20
9534.901504 20
9534.904335 20
9534.912 20
9534.925607 20
9534.932 20
9534.952 20
9534.965607 20
9534.982 20
9534.982 20
9534.982 20
9534.982 20
9534.995607 20
9535.002861 20
9535.005607 20
9535.008518 20
9535.012 20
9535.014153 20
9535.016987 20
9535.055607 20
9535.061243 20
9535.064137 20
9535.065607 20
9535.066966 20
9535.122 20
9535.200049 20
9537.475 18
9537.505 18
9537.515 18
9537.529607 18
9537.545 18
9537.555 18
9537.559607 18
9537.565 18
9537.571395 18
9537.574216 18
9537.583587 18
9537.586401 18
9537.626005 18
9537.706 18
9537.706 18
9538.557 20
9538.577 20
9538.584172 20
9538.587 20
9538.592672 20
9538.617 20
9538.6361 20
9538.637 20
9538.638942 20
9538.64178 20
9538.662585 20
9538.665418 20
9538.687 20
9538.703862 20
9538.706684 20
9538.707 20
9538.737 20
9538.737 20
9538.747 20
9538.748176 20
9538.77519 20
9538.777 20
9538.787 20
9538.797 20
9538.807 20
9538.827 20
9538.847 20
9538.872188 20
9538.875001 20
9538.877822 20
9538.880645 20
9538.883471 20
9538.887 20
9538.889121 20
9538.901607 20
9538.927413 20
9538.931607 20
9538.931607 20
9538.931607 20
9538.931689 20
9538.934516 20
9538.937 20
9538.954502 20
9538.957 20
9538.971607 20
9538.978 20
9539.008 20
9539.016902 20
9539.058 20
9539.088 20
9539.138 20
9539.146405 20
9539.154881 20
9539.161607 20
9539.161607 20
9539.190192 20
9539.228 20
9539.231607 20
9539.281607 20
9539.281607 20
9539.291607 20
9539.301607 20
9539.321607 20
9539.478 20
9539.478 20
9539.588 20
9539.607379 20
9539.614516 20
9539.689 20
9539.6959 20
9539.701559 20
9539.864736 20
9539.879 20
9539.888297 20
9539.92941 20
9539.959 20
9539.969 20
9539.979 20
9540.029 20
9540.029 20
9540.035869 20
9540.041503 20
9540.059 20
9540.072607 20
9540.099 20
9540.109 20
9540.204012 20
9540.215323 20
9540.259892 20
9540.299 20
9540.319 20
9540.325247 20
9540.387246 20
9540.41 20
9540.523777 20
9540.526592 20
9540.54 20
9540.56 20
9540.582933 20
9540.66 20
9540.68 20
9540.745344 20
9540.773607 20
9540.793607 20
9540.793607 20
9540.793607 20
9540.813607 20
9540.84 20
9540.853607 20
9540.853607 20
9540.903607 20
9540.903607 20
9540.903607 20
9540.923607 20
9540.923803 20
9540.95 20
9540.964607 20
9540.964607 20
9541.0 20
9541.0 20
9541.121 20
9542.503 18
9542.503 18
9542.503 18
9542.506607 18
9542.511872 18
9542.526022 18
9542.528854 18
9542.531695 18
9542.533 18
9542.536607 18
9542.539204 18
9542.579922 18
9542.582749 18
9542.603 18
9542.606607 18
9543.573728 20
9543.579426 20
9543.587607 20
9543.604 20
9543.621376 20
9543.624 20
9543.634 20
9543.636109 20
9543.654 20
9543.664 20
9543.674 20
9543.677607 20
9543.677607 20
9543.677607 20
9543.704 20
9543.704 20
9543.717607 20
9543.717607 20
9543.727607 20
9543.744 20
9543.744 20
9543.747607 20
9543.76496 20
9543.767796 20
9543.770612 20
9543.773448 20
9543.776283 20
9543.779114 20
9543.781945 20
9543.794 20
9543.794176 20
9543.797018 20
9543.804 20
9543.835 20
9543.835 20
9543.838607 20
9543.878607 20
9543.878607 20
9543.889094 20
9543.900512 20
9543.905 20
9543.905 20
9543.906212 20
9543.91504 20
9543.918607 20
9543.945 20
9543.945 20
9543.985 20
9543.985 20
9544.025 20
9544.746 20
9544.756 20
9544.774413 20
9544.776 20
9544.779607 20
9544.780116 20
9544.788615 20
9544.796 20
9544.816 20
9544.846 20
9544.846 20
9544.856 20
9544.856 20
9544.866 20
9544.877061 20
9544.879607 20
9544.885549 20
9544.886 20
9544.889607 20
9544.896 20
9544.906408 20
9544.933428 20
9544.939607 20
9544.966 20
9544.979607 20
9545.006 20
9545.076 20
9545.076 20
9547.467474 18
9547.48 18
9547.5 18
9547.52 18
9548.571 20
9548.591 20
9548.594607 20
9548.604607 20
9548.611 20
9548.631 20
9548.635607 20
9548.641 20
9548.645114 20
9548.651 20
9548.662081 20
9548.671 20
9548.685607 20
9548.694349 20
9548.697183 20
9548.702 20
9548.722 20
9548.733546 20
9548.73637 20
9548.762 20
9548.805607 20
9548.822 20
9548.823581 20
9548.826449 20
9548.832131 20
9548.835607 20
9548.843454 20
9548.85424 20
9548.882 20
9549.701561 20
9549.703 20
9549.704407 20
9549.743 20
9549.763 20
9549.775583 20
9549.786862 20
9549.793 20
9549.803 20
9549.805879 20
9549.806607 20
9549.853 20
9549.873 20
9549.893 20
9549.896607 20
9549.913 20
9549.923 20
9549.923125 20
9549.925959 20
9549.931604 20
9549.933 20
9549.966607 20
9549.983 20
9549.986607 20
9550.027607 20
9550.033 20
9550.033 20
9550.033 20
9550.054615 20
9550.057438 20
9550.057607 20
9550.067563 20
9550.073 20
9550.110392 20
9550.114 20
9553.579 20
9553.579727 20
9553.621499 20
9553.629 20
9553.639 20
9553.642607 20
9553.649 20
9553.659 20
9553.682607 20
9553.683202 20
9553.688848 20
9553.699 20
9553.712607 20
9553.713775 20
9553.716601 20
9553.722607 20
9553.739 20
9553.740248 20
9553.743076 20
9553.749 20
9553.769 20
9553.804628 20
9553.807445 20
9553.809 20
9553.810276 20
9553.813108 20
9553.820032 20
9553.829 20
9553.848745 20
9553.864273 20
9553.879 20
9553.899 20
9553.902607 20
9553.907745 20
9553.919 20
9553.949 20
9553.962607 20
9553.962607 20
9553.972607 20
9553.979 20
9553.992607 20
9553.999 20
9554.001693 20
9554.00736 20
9554.010178 20
9554.015844 20
9554.039 20
9554.139 20
9554.139 20
9554.72 20
9554.74 20
9554.746558 20
9554.76 20
9554.763607 20
9554.78 20
9554.82 20
9554.828784 20
9554.831623 20
9554.834455 20
9554.844502 20
9554.85 20
9554.87 20
9554.88 20
9554.9 20
9554.915703 20
9554.961 20
9555.785058 20
9555.812 20
9555.816039 20
9555.822 20
9555.832 20
9555.852 20
9555.860875 20
9555.863696 20
9555.872 20
9555.891006 20
9555.892 20
9555.902 20
9555.931406 20
9555.962 20
9557.524 18
9557.526289 18
9557.547607 18
9557.574 18
9557.587883 18
9557.59071 18
9557.593525 18
9557.614 18
9557.614 18
9557.626006 18
9557.628842 18
9557.678607 18
9558.577918 20
9558.634194 20
9558.63701 20
9558.649607 20
9558.686 20
9558.726 20
9558.726 20
9558.736 20
9558.736 20
9558.754671 20
9558.757493 20
9558.766 20
9558.766 20
9558.769607 20
9558.806 20
9558.816 20
9558.839607 20
9558.843541 20
9558.846 20
9558.846369 20
9558.859607 20
9558.866 20
9558.883932 20
9558.886 20
9558.896 20
9558.899607 20
9558.916 20
9558.931605 20
9558.936 20
9558.936 20
9558.986 20
9558.987277 20
9558.990127 20
9558.992949 20
9559.016 20
9559.019607 20
9559.019607 20
9559.019607 20
9559.038523 20
9559.076 20
9559.080607 20
9559.080607 20
9559.110607 20
9559.134071 20
9559.140607 20
9559.145336 20
9559.148139 20
9559.150607 20
9559.187 20
9559.200607 20
9559.200607 20
9559.200607 20
9559.211258 20
9559.214133 20
9559.216959 20
9559.219786 20
9559.225353 20
9559.230607 20
9559.247 20
9559.247 20
9559.327 20
9559.787 20
9559.807 20
9559.813038 20
9559.817 20
9559.818704 20
9559.821529 20
9559.858 20
9559.868 20
9559.868 20
9559.878799 20
9559.881631 20
9559.887282 20
9559.898 20
9559.933971 20
9559.936818 20
9559.941607 20
9559.948 20
9559.960094 20
9559.962924 20
9559.968 20
9559.978 20
9560.016312 20
9560.019151 20
9560.021978 20
9560.028 20
9560.045997 20
9560.061607 20
9560.068 20
9560.076552 20
9560.088 20
9560.088 20
9560.128 20
9560.128 20
9560.138 20
9560.150027 20
9560.341607 20
9560.371607 20
9560.381607 20
9560.512607 20
9560.512607 20
9560.572607 20
9562.485071 18
9562.491 18
9562.581 18
9562.58895 18
9562.591 18
9562.591 18
9562.591794 18
9562.597475 18
9562.612 18
9562.625607 18
9562.625607 18
9562.645607 18
9562.655607 18
9562.662 18
9562.672 18
9563.266607 18
9563.326607 18
9563.386607 18
9563.593 20
9563.609648 20
9563.61248 20
9563.613 20
9563.636607 20
9563.643 20
9563.653 20
9563.663 20
9563.693 20
9563.695615 20
9563.703 20
9563.723 20
9563.733 20
9563.773 20
9563.783 20
9563.783507 20
9563.786348 20
9563.790248 20
9563.843 20
9563.853122 20
9563.855949 20
9563.856607 20
9563.858778 20
9563.873 20
9563.883 20
9563.903 20
9563.952422 20
9563.953 20
9563.955262 20
9563.958087 20
9563.96091 20
9563.963729 20
9563.969384 20
9563.973 20
9563.992904 20
9563.995721 20
9563.998538 20
9564.034 20
9564.034 20
9564.054 20
9564.054 20
9564.054 20
9564.084 20
9564.227607 20
9564.237607 20
9564.237607 20
9565.048607 20
9565.048607 20
9565.048607 20
9565.108607 20
9567.476276 18
9567.549 18
9567.559 18
9567.571701 18
9567.574526 18
9567.577353 18
9567.586476 18
9567.599 18
9568.6 20
9568.63573 20
9568.638576 20
9568.64 20
9568.641411 20
9568.647067 20
9568.65 20
9568.652888 20
9568.66 20
9568.684816 20
9568.69 20
9568.72 20
9568.74 20
9568.75 20
9568.766867 20
9568.769704 20
9568.77 20
9568.772524 20
9568.775362 20
9568.81 20
9568.836303 20
9568.840571 20
9568.843381 20
9568.918777 20
9568.921 20
9568.96433 20
9569.144607 20
9569.144607 20
9572.87081 18
9573.087 18
9573.137 18
9573.157 18
9573.337 18
9573.387 18
9573.928 20
9573.978 20
9574.018 20
9574.028 20
9574.088 20
9574.306428 20
9574.361031 20
9574.365299 20
9574.428 20
9574.45156 20
9574.452607 20
9574.563531 20
9574.579 20
9574.629479 20
9574.639 20
9574.719 20
9574.762607 20
9578.785 20
9578.835 20
9578.845 20
9578.865 20
9578.885 20
9578.915 20
9578.935 20
9579.005 20
9579.027705 20
9579.065 20
9579.125 20
9579.225 20
9579.255 20
9579.265 20
9579.271703 20
9579.28445 20
9579.295 20
9579.356 20
9579.386 20
9579.456 20
9579.500725 20
9579.51083 20
9579.513665 20
9579.526 20
9579.56297 20
9579.598721 20
9579.646 20
9579.701406 20
9579.782009 20
9579.816 20
9579.876 20
9579.933757 20
9579.942227 20
9579.947878 20
9579.977641 20
9580.067 20
9580.137 20
9580.187 20
9580.257573 20
9580.266102 20
9580.320358 20
9580.337 20
9580.427 20
9580.4614 20
9580.472712 20
9580.477 20
9580.566698 20
9580.616496 20
9580.617 20
9580.786868 20
9580.789682 20
9580.918 20
9580.928 20
9580.969415 20
9580.977894 20
9580.978 20
9580.980701 20
9581.059802 20
9581.068 20
9581.071134 20
9581.083195 20
9581.128 20
9581.138 20
9581.138 20
9581.138 20
9581.198 20
9581.248 20
9581.269342 20
9581.379 20
9581.488241 20
9581.529 20
9581.569027 20
9581.574669 20
9581.585934 20
9581.763229 20
9581.809 20
9581.889 20
9581.931294 20
9581.979 20
9581.979 20
9581.97983 20
9582.009 20
9582.075557 20
9582.092499 20
9582.22 20
9582.523607 20
9583.445607 20
9583.616851 20
9583.641774 20
9583.642 20
9583.644611 20
9583.702 20
9583.712 20
9583.722 20
9583.727873 20
9583.730708 20
9583.732 20
9583.733523 20
9583.736338 20
9583.739178 20
9583.742036 20
9583.792 20
9583.802 20
9583.817259 20
9583.8201 20
9583.822 20
9583.828567 20
9583.83138 20
9583.834201 20
9583.842513 20
9583.84534 20
9583.852 20
9583.892 20
9583.902 20
9583.932053 20
9583.937715 20
9583.942 20
9583.943444 20
9583.949083 20
9583.952 20
9583.982 20
9584.005254 20
9584.008111 20
9584.013741 20
9584.016569 20
9584.019389 20
9584.793 20
9584.793 20
9584.833 20
9584.843 20
9584.853 20
9584.854928 20
9584.863396 20
9584.864 20
9584.86622 20
9584.869068 20
9584.894 20
9584.934 20
9584.940547 20
9584.944 20
9584.957607 20
9584.974 20
9584.985909 20
9584.988744 20
9584.991576 20
9585.004 20
9585.034 20
9585.034 20
9586.125 20
9586.248955 20
9586.336 20
9586.486 20
9586.526 20
9586.546288 20
9588.829 20
9588.849 20
9589.003962 20
9589.009 20
9589.05 20
9589.09 20
9589.11 20
9589.134728 20
9589.16 20
9589.246731 20
9589.25 20
9589.28 20
9589.32 20
9589.38 20
9589.48 20
9589.536292 20
9589.539135 20
9589.55 20
9589.56 20
9589.592485 20
9589.595306 20
9589.66 20
9589.75301 20
9589.821 20
9589.95529 20
9589.9581 20
9589.971 20
9590.051 20
9590.121 20
9590.141 20
9590.151 20
9590.241 20
9590.274607 20
9590.331 20
9590.482 20
9590.57935 20
9590.642 20
9590.732 20
9590.851638 20
9590.892 20
9591.002 20
9591.008425 20
9591.092 20
9591.114989 20
9591.173 20
9591.253 20
9591.261002 20
9591.343 20
9591.37665 20
9591.503 20
9591.548458 20
9591.642633 20
9591.643 20
9591.663 20
9591.743 20
9591.964 20
9592.034 20
9593.636 20
9593.656 20
9593.666 20
9593.686 20
9593.691266 20
9593.696 20
9593.696947 20
9593.702588 20
9593.705407 20
9593.706 20
9593.708234 20
9593.726 20
9593.756 20
9593.776 20
9593.786 20
9593.788453 20
9593.796 20
9593.799776 20
9593.805413 20
9593.816 20
9593.836 20
9593.846 20
9593.876 20
9593.892986 20
9593.911696 20
9593.927 20
9593.957 20
9593.967 20
9593.977 20
9593.977 20
9593.977 20
9593.977 20
9593.985258 20
9593.987 20
9593.990607 20
9593.99374 20
9593.996564 20
9593.997 20
9594.017 20
9594.017 20
9594.017 20
9594.080607 20
