8838.64 seqnum 248 qr_qid 15
9489.971331 seqnum 43 qr_qid 23
8511.1 seqnum 14 qr_qid 15
8780.84583 seqnum 189 qr_qid 15
8781.819674 seqnum 190 qr_qid 15
9349.765 seqnum 100 qr_qid 15
9221.441 seqnum 134 qr_qid 15
8635.672607 seqnum 42 qr_qid 15
9040.478848 seqnum 184 qr_qid 15
8830.799532 seqnum 240 qr_qid 15
9477.319 seqnum 30 qr_qid 23
8812.179366 seqnum 221 qr_qid 15
9234.172551 seqnum 147 qr_qid 15
8973.96992 seqnum 116 qr_qid 15
9345.93 seqnum 96 qr_qid 15
9506.651 seqnum 60 qr_qid 23
9516.33618 seqnum 70 qr_qid 23
8809.389246 seqnum 218 qr_qid 15
9027.762 seqnum 171 qr_qid 15
9535.905412 seqnum 89 qr_qid 23
8264.635 seqnum 46 qr_qid 19
9473.363 seqnum 26 qr_qid 23
8499.206798 seqnum 3 qr_qid 15
9180.425974 seqnum 92 qr_qid 15
8698.47826 seqnum 105 qr_qid 15
8729.914 seqnum 137 qr_qid 15
8711.247 seqnum 118 qr_qid 15
9063.944 seqnum 208 qr_qid 15
8691.706342 seqnum 98 qr_qid 15
8603.350525 seqnum 9 qr_qid 15
8655.230291 seqnum 61 qr_qid 15
8852.48 seqnum 262 qr_qid 15
8826.935217 seqnum 236 qr_qid 15
8566.102607 seqnum 70 qr_qid 15
8839.792 seqnum 249 qr_qid 15
9215.592832 seqnum 128 qr_qid 15
9491.855636 seqnum 45 qr_qid 23
9019.90092 seqnum 163 qr_qid 15
8638.606607 seqnum 45 qr_qid 15
8699.564441 seqnum 106 qr_qid 15
8544.488634 seqnum 48 qr_qid 15
8946.432934 seqnum 88 qr_qid 15
9037.526 seqnum 181 qr_qid 15
9309.588 seqnum 59 qr_qid 15
9005.210981 seqnum 148 qr_qid 15
8766.085086 seqnum 174 qr_qid 15
8532.688491 seqnum 36 qr_qid 15
8251.891169 seqnum 33 qr_qid 19
9204.837 seqnum 117 qr_qid 15
8500.192427 seqnum 4 qr_qid 15
8823.947277 seqnum 233 qr_qid 15
8931.817024 seqnum 73 qr_qid 15
8507.111223 seqnum 10 qr_qid 15
8259.798 seqnum 41 qr_qid 19
8234.202167 seqnum 15 qr_qid 19
8803.404998 seqnum 212 qr_qid 15
9050.231923 seqnum 194 qr_qid 15
8722.984 seqnum 130 qr_qid 15
8639.607607 seqnum 46 qr_qid 15
9036.55202 seqnum 180 qr_qid 15
9513.411222 seqnum 67 qr_qid 23
8549.405 seqnum 53 qr_qid 15
8705.334872 seqnum 112 qr_qid 15
8793.556127 seqnum 202 qr_qid 15
8662.127 seqnum 68 qr_qid 15
8761.299 seqnum 169 qr_qid 15
8632.724 seqnum 39 qr_qid 15
9454.656 seqnum 7 qr_qid 23
8574.942281 seqnum 79 qr_qid 15
8820.996716 seqnum 230 qr_qid 15
8836.704296 seqnum 246 qr_qid 15
8514.004 seqnum 17 qr_qid 15
8260.773607 seqnum 42 qr_qid 19
8229.468607 seqnum 10 qr_qid 19
8784.688109 seqnum 193 qr_qid 15
8694.573 seqnum 101 qr_qid 15
8955.303905 seqnum 97 qr_qid 15
8636.615764 seqnum 43 qr_qid 15
9020.903 seqnum 164 qr_qid 15
9512.509 seqnum 66 qr_qid 23
8578.791042 seqnum 83 qr_qid 15
8833.768646 seqnum 243 qr_qid 15
8808.374716 seqnum 217 qr_qid 15
8969.019585 seqnum 111 qr_qid 15
8521.867913 seqnum 25 qr_qid 15
8847.483 seqnum 257 qr_qid 15
8802.48438 seqnum 211 qr_qid 15
8570.044 seqnum 74 qr_qid 15
8878.940817 seqnum 19 qr_qid 15
9475.236 seqnum 28 qr_qid 23
8810.272895 seqnum 219 qr_qid 15
8731.847 seqnum 139 qr_qid 15
8221.516607 seqnum 2 qr_qid 19
8695.545 seqnum 102 qr_qid 15
8728.876607 seqnum 136 qr_qid 15
8240.2 seqnum 21 qr_qid 19
9334.15043 seqnum 84 qr_qid 15
8945.458936 seqnum 87 qr_qid 15
8831.811 seqnum 241 qr_qid 15
8519.004436 seqnum 22 qr_qid 15
9031.680079 seqnum 175 qr_qid 15
8795.501851 seqnum 204 qr_qid 15
8558.190281 seqnum 62 qr_qid 15
8496.445316 seqnum 0 qr_qid 15
8720.03 seqnum 127 qr_qid 15
8827.905 seqnum 237 qr_qid 15
8671.063607 seqnum 77 qr_qid 15
8721.993 seqnum 129 qr_qid 15
9490.868 seqnum 44 qr_qid 23
8837.658772 seqnum 247 qr_qid 15
8717.196 seqnum 124 qr_qid 15
