"NODEID"
200	2	13	15	138	168	1.19047619047619	7.73809523809524	8.92857142857143	98.5714285714286	1.42857142857142
201	0	15	10	127	152	0	9.86842105263158	6.57894736842105	100	0
202	1	11	5	120	137	0.72992700729927	8.02919708029197	3.64963503649635	99.1735537190083	0.826446280991732
203	0	15	4	107	126	0	11.9047619047619	3.17460317460317	100	0
204	0	6	0	51	57	0	10.5263157894737	0	100	0
205	2	18	0	100	120	1.66666666666667	15	0	98.0392156862745	1.9607843137255
206	0	4	11	73	88	0	4.54545454545455	12.5	100	0
207	0	11	24	104	139	0	7.9136690647482	17.2661870503597	100	0
208	0	11	0	63	74	0	14.8648648648649	0	100	0
209	0	9	3	65	77	0	11.6883116883117	3.8961038961039	100	0
210	0	24	0	89	113	0	21.2389380530973	0	100	0
212	1	11	27	94	133	0.75187969924812	8.27067669172932	20.3007518796992	98.9473684210526	1.05263157894737
213	1	27	0	42	70	1.42857142857143	38.5714285714286	0	97.6744186046512	2.32558139534885
214	1	31	14	129	175	0.571428571428571	17.7142857142857	8	99.2307692307692	0.769230769230774
250	4	74	18	63	159	2.51572327044025	46.5408805031447	11.3207547169811	94.0298507462687	5.97014925373134
251	0	40	0	67	107	0	37.3831775700935	0	100	0
