20,3,0,0,0,x,x,x,F
20,3,x,x,x,0,0,0,R
20,4,827,77824,95,x,x,x,F
20,4,x,x,x,986,98726,99,R
20,5,929,94287,98,x,x,x,F
20,5,x,x,x,906,93194,104,R
20,6,0,0,0,x,x,x,F
20,6,x,x,x,203,13774,75,R
20,7,0,0,0,x,x,x,F
20,7,x,x,x,0,0,0,R
20,8,0,0,0,x,x,x,F
20,8,x,x,x,0,0,0,R
20,9,0,0,0,x,x,x,F
20,9,x,x,x,9,616,68,R
20,10,0,0,0,x,x,x,F
20,10,x,x,x,0,0,0,R
20,11,0,0,0,x,x,x,F
20,11,x,x,x,0,0,0,R
20,12,914,97117,106,x,x,x,F
20,12,x,x,x,980,104125,107,R
20,13,0,0,0,x,x,x,F
20,13,x,x,x,0,0,0,R
20,14,0,0,0,x,x,x,F
20,14,x,x,x,0,0,0,R
20,15,0,0,0,x,x,x,F
20,15,x,x,x,0,0,0,R
20,16,0,0,0,x,x,x,F
20,16,x,x,x,0,0,0,R
20,17,0,0,0,x,x,x,F
20,17,x,x,x,0,0,0,R
20,18,0,0,0,x,x,x,F
20,18,x,x,x,18,1108,52,R
20,19,869,84396,98,x,x,x,F
20,19,x,x,x,978,98728,99,R
21,1,976,104107,106,x,x,x,F
21,1,x,x,x,987,105897,106,R
21,2,0,0,0,x,x,x,F
21,2,x,x,x,0,0,0,R
21,3,0,0,0,x,x,x,F
21,3,x,x,x,0,0,0,R
21,4,0,0,0,x,x,x,F
21,4,x,x,x,0,0,0,R
21,5,0,0,0,x,x,x,F
21,5,x,x,x,0,0,0,R
21,6,910,85726,97,x,x,x,F
21,6,x,x,x,958,98948,105,R
21,7,0,0,0,x,x,x,F
21,7,x,x,x,0,0,0,R
21,8,0,0,0,x,x,x,F
21,8,x,x,x,0,0,0,R
21,9,770,59688,75,x,x,x,F
21,9,x,x,x,915,81537,90,R
21,10,0,0,0,x,x,x,F
21,10,x,x,x,0,0,0,R
21,11,931,99075,106,x,x,x,F
21,11,x,x,x,977,104756,108,R
21,12,0,0,0,x,x,x,F
21,12,x,x,x,0,0,0,R
21,13,880,84684,93,x,x,x,F
21,13,x,x,x,947,92598,95,R
21,14,0,0,0,x,x,x,F
21,14,x,x,x,0,0,0,R
21,15,0,0,0,x,x,x,F
21,15,x,x,x,0,0,0,R
21,16,37,2308,67,x,x,x,F
21,16,x,x,x,822,65395,81,R
21,17,0,0,0,x,x,x,F
21,17,x,x,x,0,0,0,R
21,18,0,0,0,x,x,x,F
21,18,x,x,x,0,0,0,R
21,19,0,0,0,x,x,x,F
21,19,x,x,x,0,0,0,R
21,20,829,68566,75,x,x,x,F
21,20,x,x,x,867,78404,89,R
22,1,536,39045,60,x,x,x,F
22,1,x,x,x,956,97522,82,R
22,2,0,0,0,x,x,x,F
22,2,x,x,x,0,0,0,R
22,3,967,102115,107,x,x,x,F
22,3,x,x,x,0,0,0,R
22,4,0,0,0,x,x,x,F
22,4,x,x,x,0,0,0,R
22,5,0,0,0,x,x,x,F
22,5,x,x,x,0,0,0,R
22,6,0,0,0,x,x,x,F
22,6,x,x,x,0,0,0,R
22,7,0,0,0,x,x,x,F
22,7,x,x,x,0,0,0,R
22,8,0,0,0,x,x,x,F
22,8,x,x,x,0,0,0,R
22,9,0,0,0,x,x,x,F
22,9,x,x,x,0,0,0,R
22,10,0,0,0,x,x,x,F
22,10,x,x,x,0,0,0,R
22,11,741,58759,75,x,x,x,F
22,11,x,x,x,961,96673,96,R
22,12,0,0,0,x,x,x,F
22,12,x,x,x,0,0,0,R
22,13,992,106001,105,x,x,x,F
22,13,x,x,x,999,106917,106,R
22,14,0,0,0,x,x,x,F
22,14,x,x,x,0,0,0,R
22,15,954,94682,94,x,x,x,F
22,15,x,x,x,983,99058,102,R
22,16,0,0,0,x,x,x,F
22,16,x,x,x,0,0,0,R
22,17,0,0,0,x,x,x,F
22,17,x,x,x,7,395,53,R
22,18,0,0,0,x,x,x,F
22,18,x,x,x,0,0,0,R
22,19,0,0,0,x,x,x,F
22,19,x,x,x,0,0,0,R
22,20,0,0,0,x,x,x,F
22,20,x,x,x,0,0,0,R
22,21,0,0,0,x,x,x,F
22,21,x,x,x,0,0,0,R
23,1,977,99247,101,x,x,x,F
23,1,x,x,x,965,102244,106,R
23,2,0,0,0,x,x,x,F
23,2,x,x,x,0,0,0,R
23,3,0,0,0,x,x,x,F
23,3,x,x,x,0,0,0,R
23,4,0,0,0,x,x,x,F
23,4,x,x,x,0,0,0,R
23,5,0,0,0,x,x,x,F
23,5,x,x,x,0,0,0,R
23,6,0,0,0,x,x,x,F
23,6,x,x,x,0,0,0,R
23,7,0,0,0,x,x,x,F
23,7,x,x,x,0,0,0,R
23,8,0,0,0,x,x,x,F
23,8,x,x,x,0,0,0,R
23,9,0,0,0,x,x,x,F
23,9,x,x,x,0,0,0,R
23,10,0,0,0,x,x,x,F
23,10,x,x,x,0,0,0,R
23,11,942,95225,101,x,x,x,F
23,11,x,x,x,969,102132,106,R
23,12,0,0,0,x,x,x,F
23,12,x,x,x,0,0,0,R
23,13,938,94014,103,x,x,x,F
23,13,x,x,x,974,102047,106,R
23,14,0,0,0,x,x,x,F
23,14,x,x,x,0,0,0,R
23,15,0,0,0,x,x,x,F
23,15,x,x,x,0,0,0,R
23,16,0,0,0,x,x,x,F
23,16,x,x,x,0,0,0,R
23,17,0,0,0,x,x,x,F
23,17,x,x,x,0,0,0,R
23,18,0,0,0,x,x,x,F
23,18,x,x,x,0,0,0,R
23,19,0,0,0,x,x,x,F
23,19,x,x,x,0,0,0,R
23,20,0,0,0,x,x,x,F
23,20,x,x,x,0,0,0,R
23,21,467,32686,74,x,x,x,F
23,21,x,x,x,757,61423,79,R
23,22,999,106708,105,x,x,x,F
23,22,x,x,x,995,106074,108,R
24,1,0,0,0,x,x,x,F
24,1,x,x,x,0,0,0,R
24,2,0,0,0,x,x,x,F
24,2,x,x,x,220,14757,66,R
24,3,0,0,0,x,x,x,F
24,3,x,x,x,0,0,0,R
24,4,0,0,0,x,x,x,F
24,4,x,x,x,0,0,0,R
24,5,25,1488,56,x,x,x,F
24,5,x,x,x,858,74054,90,R
24,6,0,0,0,x,x,x,F
24,6,x,x,x,0,0,0,R
24,7,983,104500,107,x,x,x,F
24,7,x,x,x,1000,107170,107,R
24,8,0,0,0,x,x,x,F
24,8,x,x,x,0,0,0,R
24,9,0,0,0,x,x,x,F
24,9,x,x,x,0,0,0,R
24,10,0,0,0,x,x,x,F
24,10,x,x,x,0,0,0,R
24,11,0,0,0,x,x,x,F
24,11,x,x,x,0,0,0,R
24,12,973,101790,106,x,x,x,F
24,12,x,x,x,964,102285,107,R
24,13,0,0,0,x,x,x,F
24,13,x,x,x,0,0,0,R
24,14,0,0,0,x,x,x,F
24,14,x,x,x,0,0,0,R
24,15,0,0,0,x,x,x,F
24,15,x,x,x,0,0,0,R
24,16,0,0,0,x,x,x,F
24,16,x,x,x,0,0,0,R
24,17,0,0,0,x,x,x,F
24,17,x,x,x,0,0,0,R
24,18,831,65560,78,x,x,x,F
24,18,x,x,x,963,94096,98,R
24,19,996,106790,108,x,x,x,F
24,19,x,x,x,983,105781,107,R
24,20,936,78245,87,x,x,x,F
24,20,x,x,x,851,75615,88,R
24,21,0,0,0,x,x,x,F
24,21,x,x,x,0,0,0,R
24,22,0,0,0,x,x,x,F
24,22,x,x,x,0,0,0,R
24,23,0,0,0,x,x,x,F
24,23,x,x,x,0,0,0,R
25,1,0,0,0,x,x,x,F
25,1,x,x,x,17,1113,54,R
25,2,0,0,0,x,x,x,F
25,2,x,x,x,0,0,0,R
25,3,0,0,0,x,x,x,F
25,3,x,x,x,0,0,0,R
25,4,0,0,0,x,x,x,F
25,4,x,x,x,0,0,0,R
25,5,0,0,0,x,x,x,F
25,5,x,x,x,0,0,0,R
25,6,0,0,0,x,x,x,F
25,6,x,x,x,0,0,0,R
25,7,0,0,0,x,x,x,F
25,7,x,x,x,0,0,0,R
25,8,0,0,0,x,x,x,F
25,8,x,x,x,0,0,0,R
25,9,0,0,0,x,x,x,F
25,9,x,x,x,0,0,0,R
25,10,0,0,0,x,x,x,F
25,10,x,x,x,0,0,0,R
25,11,0,0,0,x,x,x,F
25,11,x,x,x,0,0,0,R
25,12,0,0,0,x,x,x,F
25,12,x,x,x,23,1343,63,R
25,13,892,87402,99,x,x,x,F
25,13,x,x,x,918,88808,99,R
25,14,0,0,0,x,x,x,F
25,14,x,x,x,0,0,0,R
25,15,0,0,0,x,x,x,F
25,15,x,x,x,0,0,0,R
25,16,0,0,0,x,x,x,F
25,16,x,x,x,0,0,0,R
25,17,0,0,0,x,x,x,F
25,17,x,x,x,0,0,0,R
25,18,0,0,0,x,x,x,F
25,18,x,x,x,0,0,0,R
25,19,0,0,0,x,x,x,F
25,19,x,x,x,0,0,0,R
25,20,895,74456,74,x,x,x,F
25,20,x,x,x,814,71569,85,R
25,21,971,103542,106,x,x,x,F
25,21,x,x,x,940,99440,106,R
25,22,0,0,0,x,x,x,F
25,22,x,x,x,0,0,0,R
25,23,998,106826,108,x,x,x,F
25,23,x,x,x,993,105732,108,R
25,24,0,0,0,x,x,x,F
25,24,x,x,x,0,0,0,R
26,1,996,106721,108,x,x,x,F
26,1,x,x,x,995,106138,108,R
26,2,0,0,0,x,x,x,F
26,2,x,x,x,0,0,0,R
26,3,893,92882,107,x,x,x,F
26,3,x,x,x,0,0,0,R
26,4,0,0,0,x,x,x,F
26,4,x,x,x,0,0,0,R
26,5,964,100528,106,x,x,x,F
26,5,x,x,x,911,94813,103,R
26,6,932,96795,104,x,x,x,F
26,6,x,x,x,975,100850,103,R
26,7,0,0,0,x,x,x,F
26,7,x,x,x,0,0,0,R
26,8,0,0,0,x,x,x,F
26,8,x,x,x,0,0,0,R
26,9,980,103683,106,x,x,x,F
26,9,x,x,x,997,105277,104,R
26,10,0,0,0,x,x,x,F
26,10,x,x,x,0,0,0,R
26,11,970,103206,108,x,x,x,F
26,11,x,x,x,993,105118,107,R
26,12,0,0,0,x,x,x,F
26,12,x,x,x,0,0,0,R
26,13,842,79209,98,x,x,x,F
26,13,x,x,x,917,82538,81,R
26,14,0,0,0,x,x,x,F
26,14,x,x,x,0,0,0,R
26,15,0,0,0,x,x,x,F
26,15,x,x,x,0,0,0,R
26,16,939,99451,107,x,x,x,F
26,16,x,x,x,987,104796,104,R
26,17,0,0,0,x,x,x,F
26,17,x,x,x,0,0,0,R
26,18,0,0,0,x,x,x,F
26,18,x,x,x,0,0,0,R
26,19,0,0,0,x,x,x,F
26,19,x,x,x,0,0,0,R
26,20,30,2025,55,x,x,x,F
26,20,x,x,x,0,0,0,R
26,21,994,106496,106,x,x,x,F
26,21,x,x,x,998,106202,107,R
26,22,0,0,0,x,x,x,F
26,22,x,x,x,0,0,0,R
26,23,904,92201,95,x,x,x,F
26,23,x,x,x,370,25376,65,R
26,24,1,59,59,x,x,x,F
26,24,x,x,x,0,0,0,R
26,25,929,97346,107,x,x,x,F
26,25,x,x,x,964,100339,106,R
27,1,113,7338,69,x,x,x,F
27,1,x,x,x,802,66530,82,R
27,2,0,0,0,x,x,x,F
27,2,x,x,x,0,0,0,R
27,3,900,94746,106,x,x,x,F
27,3,x,x,x,0,0,0,R
27,4,0,0,0,x,x,x,F
27,4,x,x,x,0,0,0,R
27,5,0,0,0,x,x,x,F
27,5,x,x,x,0,0,0,R
27,6,0,0,0,x,x,x,F
27,6,x,x,x,0,0,0,R
27,7,0,0,0,x,x,x,F
27,7,x,x,x,0,0,0,R
27,8,0,0,0,x,x,x,F
27,8,x,x,x,0,0,0,R
27,9,0,0,0,x,x,x,F
27,9,x,x,x,0,0,0,R
27,10,0,0,0,x,x,x,F
27,10,x,x,x,0,0,0,R
27,11,892,93124,104,x,x,x,F
27,11,x,x,x,943,97901,104,R
27,12,0,0,0,x,x,x,F
27,12,x,x,x,0,0,0,R
27,13,995,106855,107,x,x,x,F
27,13,x,x,x,995,106349,105,R
27,14,0,0,0,x,x,x,F
27,14,x,x,x,0,0,0,R
27,15,943,97280,105,x,x,x,F
27,15,x,x,x,936,91111,97,R
27,16,0,0,0,x,x,x,F
27,16,x,x,x,0,0,0,R
27,17,0,0,0,x,x,x,F
27,17,x,x,x,0,0,0,R
27,18,0,0,0,x,x,x,F
27,18,x,x,x,0,0,0,R
27,19,0,0,0,x,x,x,F
27,19,x,x,x,0,0,0,R
27,20,0,0,0,x,x,x,F
27,20,x,x,x,0,0,0,R
27,21,0,0,0,x,x,x,F
27,21,x,x,x,0,0,0,R
27,22,1000,106688,107,x,x,x,F
27,22,x,x,x,993,105743,105,R
27,23,949,99559,105,x,x,x,F
27,23,x,x,x,972,98763,104,R
27,24,0,0,0,x,x,x,F
27,24,x,x,x,0,0,0,R
27,25,686,51661,76,x,x,x,F
27,25,x,x,x,533,39735,73,R
27,26,0,0,0,x,x,x,F
27,26,x,x,x,0,0,0,R
28,1,0,0,0,x,x,x,F
28,1,x,x,x,0,0,0,R
28,2,974,96370,99,x,x,x,F
28,2,x,x,x,868,86557,100,R
28,3,0,0,0,x,x,x,F
28,3,x,x,x,0,0,0,R
28,4,973,102061,105,x,x,x,F
28,4,x,x,x,982,102352,106,R
28,5,706,52723,77,x,x,x,F
28,5,x,x,x,45,2758,67,R
28,6,0,0,0,x,x,x,F
28,6,x,x,x,0,0,0,R
28,7,0,0,0,x,x,x,F
28,7,x,x,x,0,0,0,R
28,8,0,0,0,x,x,x,F
28,8,x,x,x,0,0,0,R
28,9,0,0,0,x,x,x,F
28,9,x,x,x,0,0,0,R
28,10,0,0,0,x,x,x,F
28,10,x,x,x,0,0,0,R
28,11,0,0,0,x,x,x,F
28,11,x,x,x,0,0,0,R
28,12,0,0,0,x,x,x,F
28,12,x,x,x,0,0,0,R
28,13,0,0,0,x,x,x,F
28,13,x,x,x,0,0,0,R
28,14,0,0,0,x,x,x,F
28,14,x,x,x,0,0,0,R
28,15,0,0,0,x,x,x,F
28,15,x,x,x,0,0,0,R
28,16,0,0,0,x,x,x,F
28,16,x,x,x,0,0,0,R
28,17,0,0,0,x,x,x,F
28,17,x,x,x,0,0,0,R
28,18,0,0,0,x,x,x,F
28,18,x,x,x,0,0,0,R
28,19,962,97884,106,x,x,x,F
28,19,x,x,x,916,80581,95,R
28,20,997,104459,105,x,x,x,F
28,20,x,x,x,862,87905,104,R
28,21,0,0,0,x,x,x,F
28,21,x,x,x,0,0,0,R
28,22,0,0,0,x,x,x,F
28,22,x,x,x,0,0,0,R
28,23,0,0,0,x,x,x,F
28,23,x,x,x,0,0,0,R
28,24,0,0,0,x,x,x,F
28,24,x,x,x,0,0,0,R
28,25,0,0,0,x,x,x,F
28,25,x,x,x,0,0,0,R
28,26,0,0,0,x,x,x,F
28,26,x,x,x,0,0,0,R
28,27,0,0,0,x,x,x,F
28,27,x,x,x,0,0,0,R
30,1,0,0,0,x,x,x,F
30,1,x,x,x,0,0,0,R
30,2,0,0,0,x,x,x,F
30,2,x,x,x,0,0,0,R
30,3,0,0,0,x,x,x,F
30,3,x,x,x,0,0,0,R
30,4,0,0,0,x,x,x,F
30,4,x,x,x,0,0,0,R
30,5,0,0,0,x,x,x,F
30,5,x,x,x,0,0,0,R
30,6,0,0,0,x,x,x,F
30,6,x,x,x,0,0,0,R
