3	708	10	1022	0	529
3	708	10	1022	1	498
3	708	10	1022	2	496
3	708	10	1022	3	502
3	708	10	1022	4	511
3	708	10	1022	5	511
3	708	10	1022	6	515
3	708	10	1022	7	514
3	708	10	1022	8	513
3	708	10	1022	9	512
3	708	10	1022	10	516
3	708	10	1022	11	510
3	708	10	1022	12	508
3	708	10	1022	13	511
3	708	10	1022	14	510
3	708	10	1022	15	509
3	708	10	1022	16	509
3	708	10	1022	17	507
3	708	10	1022	18	512
3	708	10	1022	19	511
3	708	10	1022	20	509
3	708	10	1022	21	510
3	708	10	1022	22	511
3	708	10	1022	23	512
3	708	10	1022	24	509
3	709	255	65535	0	512
3	709	255	65535	1	509
3	709	255	65535	2	498
3	709	255	65535	3	494
3	709	255	65535	4	507
3	709	255	65535	5	514
3	709	255	65535	6	516
3	709	255	65535	7	512
3	709	255	65535	8	513
3	709	255	65535	9	514
3	709	255	65535	10	513
3	709	255	65535	11	513
3	709	255	65535	12	516
3	709	255	65535	13	512
3	709	255	65535	14	512
3	709	255	65535	15	512
3	709	255	65535	16	512
3	709	255	65535	17	512
3	709	255	65535	18	510
3	709	255	65535	19	511
3	709	255	65535	20	514
3	709	255	65535	21	513
3	709	255	65535	22	511
3	709	255	65535	23	510
3	709	255	65535	24	513
3	710	255	65535	0	508
3	710	255	65535	1	496
3	710	255	65535	2	489
3	710	255	65535	3	482
3	710	255	65535	4	503
3	710	255	65535	5	502
3	710	255	65535	6	505
3	710	255	65535	7	508
3	710	255	65535	8	507
3	710	255	65535	9	504
3	710	255	65535	10	505
3	710	255	65535	11	508
3	710	255	65535	12	505
3	710	255	65535	13	505
3	710	255	65535	14	506
3	710	255	65535	15	507
3	710	255	65535	16	505
3	710	255	65535	17	505
3	710	255	65535	18	507
3	710	255	65535	19	509
3	710	255	65535	20	507
3	710	255	65535	21	506
3	710	255	65535	22	509
3	710	255	65535	23	509
3	710	255	65535	24	507
3	711	255	65535	0	532
3	711	255	65535	1	499
3	711	255	65535	2	495
3	711	255	65535	3	494
3	711	255	65535	4	511
3	711	255	65535	5	515
3	711	255	65535	6	513
3	711	255	65535	7	512
3	711	255	65535	8	517
3	711	255	65535	9	513
3	711	255	65535	10	513
3	711	255	65535	11	511
3	711	255	65535	12	511
3	711	255	65535	13	513
3	711	255	65535	14	509
3	711	255	65535	15	508
3	711	255	65535	16	513
3	711	255	65535	17	511
3	711	255	65535	18	506
3	711	255	65535	19	507
3	711	255	65535	20	513
3	711	255	65535	21	512
3	711	255	65535	22	505
3	711	255	65535	23	507
3	711	255	65535	24	511
3	712	11	1023	0	500
3	712	11	1023	1	487
3	712	11	1023	2	486
3	712	11	1023	3	499
3	712	11	1023	4	504
3	712	11	1023	5	506
3	712	11	1023	6	504
3	712	11	1023	7	503
3	712	11	1023	8	502
3	712	11	1023	9	501
3	712	11	1023	10	504
3	712	11	1023	11	510
3	712	11	1023	12	505
3	712	11	1023	13	507
3	712	11	1023	14	507
3	712	11	1023	15	507
3	712	11	1023	16	506
3	712	11	1023	17	510
3	712	11	1023	18	508
3	712	11	1023	19	506
3	712	11	1023	20	506
3	712	11	1023	21	507
3	712	11	1023	22	509
3	712	11	1023	23	505
3	712	11	1023	24	502
3	713	255	65535	0	530
3	713	255	65535	1	498
3	713	255	65535	2	490
3	713	255	65535	3	491
3	713	255	65535	4	508
3	713	255	65535	5	511
3	713	255	65535	6	508
3	713	255	65535	7	508
3	713	255	65535	8	512
3	713	255	65535	9	511
3	713	255	65535	10	511
3	713	255	65535	11	510
3	713	255	65535	12	513
3	713	255	65535	13	510
3	713	255	65535	14	511
3	713	255	65535	15	509
3	713	255	65535	16	513
