2	394	6	1022	0	525
2	394	6	1022	1	525
2	394	6	1022	2	525
2	394	6	1022	3	525
2	394	6	1022	4	518
2	394	6	1022	5	525
2	394	6	1022	6	525
2	394	6	1022	7	520
2	394	6	1022	8	522
2	394	6	1022	9	520
2	394	6	1022	10	525
2	394	6	1022	11	521
2	394	6	1022	12	519
2	394	6	1022	13	524
2	394	6	1022	14	524
2	394	6	1022	15	521
2	394	6	1022	16	522
2	394	6	1022	17	522
2	394	6	1022	18	524
2	394	6	1022	19	521
2	394	6	1022	20	520
2	394	6	1022	21	523
2	394	6	1022	22	525
2	394	6	1022	23	521
2	394	6	1022	24	520
2	395	255	65535	0	526
2	395	255	65535	1	526
2	395	255	65535	2	526
2	395	255	65535	3	514
2	395	255	65535	4	524
2	395	255	65535	5	525
2	395	255	65535	6	524
2	395	255	65535	7	524
2	395	255	65535	8	524
2	395	255	65535	9	525
2	395	255	65535	10	527
2	395	255	65535	11	524
2	395	255	65535	12	524
2	395	255	65535	13	524
2	395	255	65535	14	523
2	395	255	65535	15	529
2	395	255	65535	16	525
2	395	255	65535	17	523
2	395	255	65535	18	523
2	395	255	65535	19	524
2	395	255	65535	20	524
2	395	255	65535	21	523
2	395	255	65535	22	523
2	395	255	65535	23	526
2	395	255	65535	24	528
2	396	255	65535	0	528
2	396	255	65535	1	528
2	396	255	65535	2	528
2	396	255	65535	3	514
2	396	255	65535	4	516
2	396	255	65535	5	517
2	396	255	65535	6	525
2	396	255	65535	7	519
2	396	255	65535	8	517
2	396	255	65535	9	519
2	396	255	65535	10	520
2	396	255	65535	11	520
2	396	255	65535	12	518
2	396	255	65535	13	520
2	396	255	65535	14	523
2	396	255	65535	15	521
2	396	255	65535	16	519
2	396	255	65535	17	521
2	396	255	65535	18	523
2	396	255	65535	19	521
2	396	255	65535	20	520
2	396	255	65535	21	522
2	396	255	65535	22	521
2	396	255	65535	23	520
2	396	255	65535	24	521
2	397	255	65535	0	530
2	397	255	65535	1	530
2	397	255	65535	2	530
2	397	255	65535	3	530
2	397	255	65535	4	522
2	397	255	65535	5	525
2	397	255	65535	6	521
2	397	255	65535	7	525
2	397	255	65535	8	531
2	397	255	65535	9	522
2	397	255	65535	10	523
2	397	255	65535	11	524
2	397	255	65535	12	525
2	397	255	65535	13	521
2	397	255	65535	14	521
2	397	255	65535	15	525
2	397	255	65535	16	524
2	397	255	65535	17	520
2	397	255	65535	18	521
2	397	255	65535	19	525
2	397	255	65535	20	523
2	397	255	65535	21	519
2	397	255	65535	22	521
2	397	255	65535	23	524
2	397	255	65535	24	524
2	398	6	1023	0	528
2	398	6	1023	1	528
2	398	6	1023	2	528
2	398	6	1023	3	528
2	398	6	1023	4	515
2	398	6	1023	5	518
2	398	6	1023	6	516
2	398	6	1023	7	521
2	398	6	1023	8	520
2	398	6	1023	9	522
2	398	6	1023	10	523
2	398	6	1023	11	525
2	398	6	1023	12	522
2	398	6	1023	13	525
2	398	6	1023	14	523
2	398	6	1023	15	521
2	398	6	1023	16	522
2	398	6	1023	17	529
2	398	6	1023	18	522
2	398	6	1023	19	519
2	398	6	1023	20	522
2	398	6	1023	21	526
2	398	6	1023	22	521
2	398	6	1023	23	519
2	398	6	1023	24	522
2	399	255	65535	0	522
2	399	255	65535	1	522
2	399	255	65535	2	522
2	399	255	65535	3	521
2	399	255	65535	4	532
2	399	255	65535	5	525
2	399	255	65535	6	525
2	399	255	65535	7	528
2	399	255	65535	8	528
2	399	255	65535	9	525
2	399	255	65535	10	525
2	399	255	65535	11	528
2	399	255	65535	12	528
2	399	255	65535	13	526
2	399	255	65535	14	527
2	399	255	65535	15	529
2	399	255	65535	16	528
2	399	255	65535	17	525
2	399	255	65535	18	531
