# function: WINDOWAVG
# windowSize: 3600
# whereClause: 
# nodeID: 0
# counter: laptoptimeSEC
# old: 0
# new: 0
# breakLineInterval: 7200
# noZeros: 1
# table: FETCH_SUMMARY
# column: bytesPerSecond
# starttime: 1123079234.522
# endtime: 1124454509.222
1123083519.8	325.563794716885	177.946349860938
1123089149.565	245.858599786497	204.801749565715
1123094109.661	215.681111720816	160.120603072101
1123097945.694	250.88309168249	184.417794773868
1123101600.714	231.503158875233	197.242868048185
1123105391.919	340.55658655374	172.326186201783
1123112883.157	282.671039637073	171.841533921307

1123116850.066	273.566775081037	164.988649214721
1123120535.185	395.404672897167	175.983249697128
1123124457.326	293.55483464769	160.080653273286
1123160275.342	364.067745900809	189.414318782627

1123163928.66	355.784844689844	158.078934637463
1123168687.759	272.191110475543	131.397614576175
1123172806.069	278.984280163283	183.804785968528
1123177408.548	324.810880474145	147.966976948471
1123181129.903	203.752718692671	129.167654740132
1123185165.657	288.781291466549	155.627993495358
1123188798.425	387.575454118223	108.656303312731
1123192813.782	270.22729142802	130.819442785902
1123196473.307	236.687770914873	158.706499734232
1123200477.764	263.286319359955	140.415512004238
1123204145.689	287.607262094521	167.316742196703
1123208635.502	143.258668883078	135.3315399432
1123212704.484	221.074060958664	172.676502384806
1123261944.236	51.459231269957	51.459231269957

1123265845.125	249.665925246716	76.515872607925
1123270139.75	191.858457124898	172.503829731526
1123274476.502	94.8772658101303	64.9666266324267
1123278696.072	72.6193554782515	10.4728861287047
1123282837.297	230.476910713147	162.655519150268
1123286599.544	267.477367469261	171.766394856705
1123290249.398	253.483590571663	210.583994945662
1123294607.991	258.620736059171	175.336759685524
1123298398.963	352.917819735354	199.601477616613
1123302063.18	310.415149658855	152.965410676985
1123305755.21	213.954704787701	171.214858688661
1123309421.634	215.916940849072	160.844543141425
1123313296.775	206.13725947913	150.556058563374
1123316939.95	280.918637644245	195.270910301304
1123323260.448	151.019326730518	119.567842975631
1123326863.574	184.631159218678	148.06448018897
1123330756.112	161.677916633693	142.51059350307
1123334370.117	248.48740115049	176.888969019456
1123339741.505	131.353380024441	119.290933588985
1123343386.026	267.613842576923	168.132570551274
1123347152.153	115.88399303467	138.311492870629
1123350799.955	198.863291068231	160.589739530779
1123354734.392	104.366255312454	72.3176583335049
1123362240.545	51.9184834408013	0

1123365876.777	183.896836544467	164.695883784823
1123370185.485	190.437618402526	159.583921408289
1123374065.101	189.476298549196	168.866952185557
1123378126.383	152.22763245722	150.024329144294
1123382322.01	137.660938045043	132.179447481965
1123390271.377	174.113428520554	179.725189806254

1123394109.055	211.048828776296	178.629755632282
1123400306.185	77.1381582940142	14.4302913886694
1123404295.911	198.464108499641	175.070846854838
1123408355.193	154.3904099544	156.797021211974
1123412141.126	195.844638887227	184.651234295994
1123416154.099	160.998548875736	153.516834475977
1123420298.468	313.483006015026	138.237538560586
1123424130.594	191.571694370852	189.442653106871
1123431641.278	183.483690851371	168.543589452389

1123435274.9	240.11639786209	233.033234334686
1123439153.552	159.912201612652	143.604557200878
1123449259.715	199.946392714381	170.747095942513

1123453022.835	181.240464333462	155.926615065683
1123730370.454	60.2874452689897	1.54722102421475

1123735731.245	323.796036566704	141.796422138868
1123739460.937	317.062430738409	136.840132641329
1123743145.267	237.392918543071	124.195597286112
1123747727.347	286.265761059984	97.5972943574985
1123751363.881	334.076862089519	150.212793322352
1123755059.289	326.759449613576	152.223273609434
1123761813.406	157.840424236213	89.1162973575164
1123765565.181	301.394667185801	127.700186824524
1123769177.73	391.275917703354	131.202976671582
1123772867.451	273.324565725896	134.228836696646
1123778275.23	289.528096879155	166.456317713904
1123782191.057	265.373757674899	134.570745203968
1123787612.926	284.226216856687	123.100986199654
1123792906.526	257.82947648771	131.014005582519
1123799443.779	209.916070293498	112.294442166645
1123803239.063	265.13389571942	85.9568704942864
1123806937.502	324.953683052492	94.4736546198196
1123810827.901	293.117585727373	117.990336937258
1123814452.792	299.118056160487	161.319067361565
1123821823.463	254.263823134412	141.499411966284

1123829532.915	241.654996970471	127.544320390972

1123833157.319	251.699083397922	154.786434966792
1123836884.921	283.480233730091	173.931832794338
1123840623.859	277.021365398127	179.726634448447
1123844314.785	328.366671395081	158.917801989507
1123847981.777	242.193063597164	159.221762838505
1123851707.477	302.565376344187	167.202874281725
1123855417.621	306.593210399619	170.634254951851
1123859054.86	261.655306690293	161.265035752405
1123862691.165	332.795206596711	134.238538497338
1123866631.281	230.374793448352	99.6009791744279
1123870529.093	266.653157642809	161.828751160132
1123877179.927	55.4497269622292	0
1123888053.696	300.624802730679	187.318874890406

1123891799.024	233.099038299025	108.698538609825
1123896526.044	92.8613572194118	26.0273612866122
1123900721.66	249.278748701391	115.083003668064
1123904349.143	250.7464077879	114.607101726676
1123908420.46	239.036398271997	106.833427699979
1123912391.763	246.722061099826	125.214250450085
1123916134.496	266.930503511176	146.959942247538
1123919871.138	236.250020499172	112.098143661681
1123923748.24	217.980155541194	116.675589857763
1123927505.046	238.146809207988	118.830889988236
