1	96.5451055662188	42.911877394636	2.92898272552783	1.05988023952096	2	1	2	2	2	1	1.42911877394636	1	1	1	1	1	1	0	99.0421455938697	7.29885057471264	1.06796116504854	4	1	3.05	4	2	3	0.24641975308642	0.373109243697479	0.132513661202186
2	90.6614785992218	77.0428015564202	2.84824902723735	1.23870967741935	2	1	2	2	2	1	2.55252918287938	1.99746835443038	2	1	2	2	2	1	99.0272373540856	3.18677042801556	2	2	2	2.1	3	2	2	0.224165341812401	0.283060109289618	0.249312557286893
3	94.7976878612717	92.1153846153846	1.94797687861272	1	1	1	1	1	1	0	1.92115384615385	1	1	1	1	1	1	0	98.6538461538462	5.65384615384615	1.0390625	3	1	2.1	3	1	4	0.313645621181263	0.335329341317365	0.156384505021521
4	97.1153846153846	96.3531669865643	1.97115384615385	1	1	1	1	1	1	0	1.96353166986564	1	1	1	1	1	1	0	98.4644913627639	3.83301343570058	1.08203125	3	1	2.16666666666667	3	1	2	0.321192052980132	0.274982282069454	0.21501572327044
5	92.8709055876686	66.3461538461538	6.8728323699422	3.16008316008316	4	3	3.57142857142857	4	3	6	4.19230769230769	2.92441860465116	4	2	2.33333333333333	3	2	3	98.2692307692308	10.35	2.69803921568627	5	2	3.75	5	3	7	0.131271310277642	0.189892233370494	0.0996988959518234
6	98.4615384615385	72.168905950096	7.83076923076923	2.04696673189824	4	1	2.25	4	2	5	2.60652591170825	1.968	2	1	0	0	0	1	96.3531669865643	7.53550863723608	2.2808764940239	4	1	3.2	5	3	8	0.111499018110408	0.165334972341733	0.128523862375139
7	92.7734375	77.3879142300195	3.833984375	2.25949367088608	3	2	3	3	3	2	2.7270955165692	2	2	2	2	2	2	1	96.1013645224172	4.91617933723197	2.03252032520325	3	2	2.2	3	2	3	0.206548100242522	0.257430997876858	0.176355323318093
8	78.0155642023346	79.4174757281553	2.9727626459144	2.0025	3	2	2.9	3	2	1	3.99029126213592	2.22794117647059	3	2	2	2	2	2	94.7572815533981	5.78834951456311	2.20944558521561	4	2	2.52631578947368	5	2	4	0.232931726907631	0.189029202841358	0.158622636184025
9	71.1500974658869	68.6159844054581	6.01169590643275	5.1972602739726	7	5	6.66666666666667	9	5	7	8.61988304093567	5.35612535612536	7	4	4.2	5	4	9	93.9571150097466	12.3508771929825	5.19087136929461	8	4	6.58823529411765	11	5	11	0.13854748603352	0.10231425091352	0.0851862546924632
10	95.3216374269006	53.5019455252918	9.59454191033138	3.3094262295082	5	2	3.63157894736842	5	2	8	2.58171206225681	2.03649635036496	3	2	2	2	2	2	93.7743190661479	6.21789883268483	2.32432432432432	6	2	3.5	6	3	7	0.0996890433510152	0.276050190943808	0.15472097328749
11	89.2100192678227	90.9615384615385	5.14450867052023	2.27213822894168	4	2	3.07692307692308	4	3	3	4.67692307692308	2.36016949152542	4	2	2.05263157894737	3	2	3	93.6538461538462	8.62692307692308	2.68724279835391	5	2	4.41176470588235	6	3	7	0.164057608015028	0.184713375796178	0.1167552667848
12	92.485549132948	58.4615384615385	7.13872832369942	3.54070981210856	6	3	3.9047619047619	6	3	8	3.69423076923077	2.52475247524752	3	2	0	0	0	3	93.4615384615385	10.3538461538462	3.21855670103093	6	2	3.94736842105263	7	3	7	0.122245913290689	0.205870194295163	0.0992136523339468
13	71.8390804597701	48.9483747609943	8.48659003831418	3.73529411764706	5	3	5.4	8	4	10	4.61759082217973	4.16470588235294	6	3	3.14285714285714	4	3	4	93.3078393881453	8.69789674952199	3.5594262295082	6	3	5.6	7	4	9	0.110084371233427	0.178571428571429	0.119775541795666
14	79.383429672447	79.4230769230769	4.94412331406551	2.51338199513382	4	2	2.1	4	2	4	2.57307692307692	2	2	2	0	0	0	0	92.5	6.15961538461538	2.33125	4	2	3.73684210526316	5	3	3	0.164713541666667	0.289808917197452	0.15309360126917
15	78.544061302682	43.4034416826004	5.21455938697318	3	3	3	3.19047619047619	5	3	4	3.22370936902486	3.03982300884956	4	3	3	3	3	4	92.3518164435946	7.39196940726577	3.41701244813278	5	3	4.63157894736842	6	4	3	0.161945812807882	0.220887245841035	0.135703107534093
16	80.9248554913295	52.3076923076923	8.04046242774566	3.37231503579952	5	3	4.33333333333333	7	4	8	2.95	3	3	3	3	3	3	1	91.9230769230769	9.90384615384615	3.46540880503145	6	3	4.73684210526316	6	3	8	0.113071200850159	0.272296015180266	0.105902777777778
17	75	19.6881091617934	6.6953125	4.45169712793734	6	4	4.11764705882353	6	4	6	1.86549707602339	3	3	3	3	3	3	1	91.4230019493177	9.40155945419103	4.32692307692308	7	3	5.44444444444444	8	4	8	0.135216952573158	0.356854838709677	0.113093048915042
18	64.2857142857143	69.7495183044316	3.24131274131274	3.07530120481928	4	3	3	3	3	2	4.54527938342967	3.00277008310249	4	3	3	3	3	4	90.7514450867052	7.47784200385356	3.37446808510638	6	3	4.3	6	4	6	0.224838411819021	0.178621169916435	0.128452728497642
19	79.3436293436293	83.4296724470135	1.79343629343629	1	1	1	1	1	1	0	1.83429672447013	1	1	1	1	1	1	0	90.5587668593449	2.1849710982659	1.0362473347548	2	1	1.05	2	1	1	0.342067988668555	0.355013550135501	0.315217391304348
20	83.6852207293666	31.0344827586207	4.91938579654511	3.19540229885057	5	3	3.94117647058824	5	3	3	2.21072796934866	3	3	3	3	3	3	2	90.0383141762452	8.75478927203065	3.51172707889126	5	3	5.04761904761905	6	4	7	0.168127231418371	0.31063321385902	0.118271271464403
