875912217		2070498443	2070498443
875922232		2070786510	2070786510
875932219		2071074576	2071074576
875942207		2071362643	2071362643
875952223		2071650709	2071650709
875962231		2071938776	2071938776
875972237		2072226842	2072226842
875982219		2072514909	2072514909
875992255		2072802976	2072802976
876002290		2073091042	2073091042
876012190		2073379109	2073379109
876022230		2073667175	2073667175
876032214		2073955242	2073955242
876042304		2074243308	2074243308
876052270		2074531375	2074531375
876062297		2074819442	2074819442
876072219		2075107508	2075107508
876082236		2075395575	2075395575
876092216		2075683641	2075683641
876102218		2075971708	2075971708
876112252		2076259774	2076259774
876122215		2076547841	2076547841
876132230		2076835907	2076835907
876142199		2077123974	2077123974
876152269		2077412041	2077412041
876162216		2077700107	2077700107
876172327		2077988174	2077988174
876182206		2078276240	2078276240
876192351		2078564307	2078564307
876202243		2078852373	2078852373
876212188		2079140440	2079140440
876222207		2079428507	2079428507
876232269		2079716573	2079716573
876242270		2080004640	2080004640
876252238		2080292706	2080292706
876262216		2080580773	2080580773
876272251		2080868839	2080868839
876282235		2081156906	2081156906
876292331		2081444972	2081444972
876302267		2081733039	2081733039
876312217		2082021106	2082021106
876322279		2082309172	2082309172
876332426		2082597239	2082597239
876342249		2082885305	2082885305
876352223		2083173372	2083173372
876362244		2083461438	2083461438
876372213		2083749505	2083749505
876382319		2084037572	2084037572
876392216		2084325638	2084325638
876402192		2084613705	2084613705
876412245		2084901771	2084901771
876422247		2085189838	2085189838
876432209		2085477904	2085477904
876442212		2085765971	2085765971
876452288		2086054037	2086054037
876462199		2086342104	2086342104
876472230		2086630171	2086630171
876482181		2086918237	2086918237
876493194		2087235110	2087235110
876503243		2087523177	2087523177
876513260		2087811244	2087811244
876523215		2088099310	2088099310
876533216		2088387377	2088387377
876543214		2088675443	2088675443
876553206		2088963510	2088963510
876563209		2089251576	2089251576
876573236		2089539643	2089539643
876583208		2089827709	2089827709
876593229		2090115776	2090115776
876603206		2090403843	2090403843
876613176		2090691909	2090691909
876623233		2090979976	2090979976
876633207		2091268042	2091268042
876733221		2094148708	2094148708
876743196		2094436775	2094436775
876753213		2094724841	2094724841
876763260		2095012908	2095012908
876773211		2095300974	2095300974
876783203		2095589041	2095589041
876793203		2095877107	2095877107
876803244		2096165174	2096165174
876813210		2096453241	2096453241
876823232		2096741307	2096741307
876833262		2097029374	2097029374
876843260		2097317440	2097317440
876853182		2097605507	2097605507
876863212		2097893573	2097893573
876873204		2098181640	2098181640
876883200		2098469706	2098469706
876893204		2098757773	2098757773
876903196		2099045840	2099045840
876913212		2099333906	2099333906
876923199		2099621973	2099621973
876933225		2099910039	2099910039
876943182		2100198106	2100198106
876953193		2100486172	2100486172
876963245		2100774239	2100774239
876973193		2101062306	2101062306
876983224		2101350372	2101350372
876993195		2101638439	2101638439
877003237		2101926505	2101926505
877013175		2102214572	2102214572
877023182		2102502638	2102502638
877033191		2102790705	2102790705
877043165		2103078772	2103078772
877053217		2103366838	2103366838
877063197		2103654905	2103654905
877073198		2103942971	2103942971
877083179		2104231038	2104231038
877093210		2104519104	2104519104
877103225		2104807171	2104807171
877113200		2105095238	2105095238
877123198		2105383304	2105383304
877133175		2105671371	2105671371
877153211		2106247504	2106247504
877163209		2106535570	2106535570
877173210		2106823637	2106823637
877183178		2107111703	2107111703
877193195		2107399770	2107399770
877203299		2107687837	2107687837
877213194		2107975903	2107975903
877223191		2108263970	2108263970
877233193		2108552036	2108552036
877243242		2108840103	2108840103
877253211		2109128169	2109128169
877263232		2109416236	2109416236
877273231		2109704303	2109704303
877283208		2109992369	2109992369
877293190		2110280436	2110280436
877303227		2110568502	2110568502
877313207		2110856569	2110856569
877323191		2111144635	2111144635
877333234		2111432702	2111432702
877343228		2111720769	2111720769
877353246		2112008835	2112008835
877363296		2112296902	2112296902
877373361		2112584968	2112584968
877383215		2112873035	2112873035
877393189		2113161101	2113161101
877403176		2113449168	2113449168
877413183		2113737234	2113737234
877423227		2114025301	2114025301
877433260		2114313368	2114313368
877443196		2114601434	2114601434
877453170		2114889501	2114889501
877463184		2115177567	2115177567
877473258		2115465634	2115465634
877483200		2115753700	2115753700
877493224		2116041767	2116041767
877503239		2116329834	2116329834
877513280		2116617900	2116617900
877523223		2116905971	2116905971
877533270		2117194033	2117194033
877553287		2117770166	2117770166
877563200		2118058233	2118058233
877573228		2118346299	2118346299
877584167		2118663173	2118663173
877594182		2118951239	2118951239
877604232		2119239306	2119239306
877614196		2119527372	2119527372
877624171		2119815439	2119815439
877634182		2120103506	2120103506
877644186		2120391572	2120391572
877654161		2120679639	2120679639
877664212		2120967705	2120967705
877674227		2121255779	2121255779
877684190		2121543838	2121543838
877694213		2121831905	2121831905
877704202		2122119971	2122119971
877714189		2122408038	2122408038
877724281		2122696105	2122696105
877734270		2122984171	2122984171
877744187		2123272238	2123272238
877754300		2123560304	2123560304
877764185		2123848371	2123848371
877774183		2124136437	2124136437
877784215		2124424504	2124424504
877794226		2124712571	2124712571
877804211		2125000637	2125000637
877814231		2125288704	2125288704
877824259		2125576770	2125576770
877834175		2125864837	2125864837
877844312		2126152903	2126152903
877854158		2126440970	2126440970
877864169		2126729036	2126729036
877874229		2127017103	2127017103
877884206		2127305170	2127305170
877894198		2127593236	2127593236
877904168		2127881303	2127881303
877914183		2128169369	2128169369
877924238		2128457436	2128457436
877934193		2128745502	2128745502
877944168		2129033569	2129033569
877954190		2129321636	2129321636
877964244		2129609702	2129609702
877974210		2129897769	2129897769
877984248		2130185835	2130185835
877994228		2130473902	2130473902
878004283		2130761968	2130761968
878014161		2131050035	2131050035
878024166		2131338101	2131338101
878034176		2131626168	2131626168
878044307		2131914235	2131914235
878054157		2132202301	2132202301
878064165		2132490368	2132490368
878074175		2132778434	2132778434
878084208		2133066501	2133066501
878094155		2133354567	2133354567
878104160		2133642634	2133642634
878114185		2133930701	2133930701
878124223		2134218767	2134218767
878144181		2134794900	2134794900
878154178		2135082967	2135082967
878164144		2135371033	2135371033
878174156		2135659100	2135659100
878184213		2135947166	2135947166
878194214		2136235233	2136235233
878204197		2136523300	2136523300
878214168		2136811366	2136811366
878224204		2137099433	2137099433
878234185		2137387499	2137387499
878244178		2137675566	2137675566
878254206		2137963632	2137963632
878264165		2138251699	2138251699
878274175		2138539765	2138539765
878284158		2138827832	2138827832
878294272		2139115899	2139115899
878304167		2139403965	2139403965
878314175		2139692032	2139692032
878324140		2139980098	2139980098
878334175		2140268165	2140268165
878344167		2140556231	2140556231
878354177		2140844298	2140844298
878364142		2141132365	2141132365
878374152		2141420431	2141420431
878384157		2141708498	2141708498
878394184		2141996564	2141996564
878404142		2142284631	2142284631
878414151		2142572697	2142572697
878424208		2142860764	2142860764
878434174		2143148830	2143148830
878444138		2143436897	2143436897
878454199		2143724964	2143724964
878464252		2144013030	2144013030
878474230		2144301097	2144301097
878484162		2144589163	2144589163
878494204		2144877230	2144877230
878504184		2145165296	2145165296
878514175		2145453363	2145453363
878524177		2145741429	2145741429
878534190		2146029496	2146029496
878544156		2146317563	2146317563
878554252		2146605629	2146605629
878564150		2146893696	2146893696
878574189		2147181762	2147181762
878584160		2147469829	2147469829
878594169		2147757895	2147757895
878604142		2148045962	2148045962
878614234		2148334028	2148334028
